"PopName" "Year" "Sex" "AgeGroup" "Deaths" "Ex"
"504" "Brandenburg" 2018 "m" 50 565 113044.5
"505" "Brandenburg" 2018 "m" 55 1049 117736.5
"506" "Brandenburg" 2018 "m" 60 1326 98612.5
"507" "Brandenburg" 2018 "m" 65 1530 80704.5
"508" "Brandenburg" 2018 "m" 70 1489 51153.5
"509" "Brandenburg" 2018 "m" 75 2816 67362
"510" "Brandenburg" 2018 "m" 80 3245 43524.5
"511" "Brandenburg" 2018 "m" 85 2455 17458
"512" "Brandenburg" 2018 "m" 90 1410 5371.5
"513" "Brandenburg" 2019 "f" 0 27 9640
"514" "Brandenburg" 2019 "f" 1 19 201759.5
"515" "Brandenburg" 2019 "f" 20 11 87044.5
"516" "Brandenburg" 2019 "f" 30 24 75182.5
"517" "Brandenburg" 2019 "f" 35 40 78314
"518" "Brandenburg" 2019 "f" 40 60 71633
"519" "Brandenburg" 2019 "f" 45 104 77497
"520" "Brandenburg" 2019 "f" 50 230 105241
"521" "Brandenburg" 2019 "f" 55 434 118361
"522" "Brandenburg" 2019 "f" 60 595 101178.5
"523" "Brandenburg" 2019 "f" 65 831 91168.5
"524" "Brandenburg" 2019 "f" 70 787 56988.5
"525" "Brandenburg" 2019 "f" 75 1974 81820
"526" "Brandenburg" 2019 "f" 80 3147 67772
"527" "Brandenburg" 2019 "f" 85 3306 33461
"528" "Brandenburg" 2019 "f" 90 4051 18148.5
"529" "Brandenburg" 2019 "m" 0 26 10232.5
"530" "Brandenburg" 2019 "m" 1 38 215095.5
"531" "Brandenburg" 2019 "m" 20 59 98610.5
"532" "Brandenburg" 2019 "m" 30 56 78427
"533" "Brandenburg" 2019 "m" 35 96 82364
"534" "Brandenburg" 2019 "m" 40 121 75610
"535" "Brandenburg" 2019 "m" 45 228 81287
"536" "Brandenburg" 2019 "m" 50 532 107588
"537" "Brandenburg" 2019 "m" 55 977 120149.5
"538" "Brandenburg" 2019 "m" 60 1282 100450.5
"539" "Brandenburg" 2019 "m" 65 1684 85537
"540" "Brandenburg" 2019 "m" 70 1389 49864.5
"541" "Brandenburg" 2019 "m" 75 2671 64948
"542" "Brandenburg" 2019 "m" 80 3356 46844.5
"543" "Brandenburg" 2019 "m" 85 2382 18623
"544" "Brandenburg" 2019 "m" 90 1490 6064
"545" "Brandenburg" 2020 "f" 0 25 9430.5
"546" "Brandenburg" 2020 "f" 1 16 204339
"547" "Brandenburg" 2020 "f" 20 17 84191.5
"548" "Brandenburg" 2020 "f" 30 26 75855.5
"549" "Brandenburg" 2020 "f" 35 53 79826.5
"550" "Brandenburg" 2020 "f" 40 66 75614
"551" "Brandenburg" 2020 "f" 45 111 73037
"552" "Brandenburg" 2020 "f" 50 234 100342.5
"553" "Brandenburg" 2020 "f" 55 420 118799.5
"554" "Brandenburg" 2020 "f" 60 618 103691
"555" "Brandenburg" 2020 "f" 65 859 94388
"556" "Brandenburg" 2020 "f" 70 851 60082.5
"557" "Brandenburg" 2020 "f" 75 1841 74673
"558" "Brandenburg" 2020 "f" 80 3392 71289
"559" "Brandenburg" 2020 "f" 85 3747 35934.5
"560" "Brandenburg" 2020 "f" 90 4370 18997.5
"561" "Brandenburg" 2020 "m" 0 28 10012
"562" "Brandenburg" 2020 "m" 1 38 217721.5
"563" "Brandenburg" 2020 "m" 20 54 95610
"564" "Brandenburg" 2020 "m" 30 54 78404
"565" "Brandenburg" 2020 "m" 35 107 83381
"566" "Brandenburg" 2020 "m" 40 142 79889
"567" "Brandenburg" 2020 "m" 45 212 77116
"568" "Brandenburg" 2020 "m" 50 486 102331
"569" "Brandenburg" 2020 "m" 55 983 120750
"570" "Brandenburg" 2020 "m" 60 1485 103000.5
"571" "Brandenburg" 2020 "m" 65 1844 88577.5
"572" "Brandenburg" 2020 "m" 70 1567 53053.5
"573" "Brandenburg" 2020 "m" 75 2560 59360.5
"574" "Brandenburg" 2020 "m" 80 3717 49507.5
"575" "Brandenburg" 2020 "m" 85 2886 20530.5
"576" "Brandenburg" 2020 "m" 90 1824 6746
"577" "Brandenburg" 2021 "f" 0 25 9364.5
"578" "Brandenburg" 2021 "f" 1 24 206914.5
"579" "Brandenburg" 2021 "f" 20 20 83624
"580" "Brandenburg" 2021 "f" 30 26 73986.5
"581" "Brandenburg" 2021 "f" 35 53 81475
"582" "Brandenburg" 2021 "f" 40 63 79450.5
"583" "Brandenburg" 2021 "f" 45 112 69822
"584" "Brandenburg" 2021 "f" 50 197 95571
"585" "Brandenburg" 2021 "f" 55 491 117743.5
"586" "Brandenburg" 2021 "f" 60 654 107020.5
"587" "Brandenburg" 2021 "f" 65 1004 95823.5
"588" "Brandenburg" 2021 "f" 70 998 68019
"589" "Brandenburg" 2021 "f" 75 1705 64492
"590" "Brandenburg" 2021 "f" 80 3798 73752
"591" "Brandenburg" 2021 "f" 85 4030 38715.5
"592" "Brandenburg" 2021 "f" 90 4654 19508
"593" "Brandenburg" 2021 "m" 0 32 9910.5
"594" "Brandenburg" 2021 "m" 1 29 220392.5
"595" "Brandenburg" 2021 "m" 20 55 95061
"596" "Brandenburg" 2021 "m" 30 65 75784
"597" "Brandenburg" 2021 "m" 35 110 84479
"598" "Brandenburg" 2021 "m" 40 125 83866
"599" "Brandenburg" 2021 "m" 45 217 73931.5
"600" "Brandenburg" 2021 "m" 50 533 97781.5
"601" "Brandenburg" 2021 "m" 55 1074 119596.5
"602" "Brandenburg" 2021 "m" 60 1531 105993
"603" "Brandenburg" 2021 "m" 65 2075 89933.5
"604" "Brandenburg" 2021 "m" 70 1904 60269.5
"605" "Brandenburg" 2021 "m" 75 2481 51048
"606" "Brandenburg" 2021 "m" 80 4048 51510.5
"607" "Brandenburg" 2021 "m" 85 3210 22431
"608" "Brandenburg" 2021 "m" 90 2053 7199.5
"609" "Brandenburg" 2022 "f" 0 29 8976.5
"610" "Brandenburg" 2022 "f" 1 23 212070.5
"611" "Brandenburg" 2022 "f" 20 30 86772.5
"612" "Brandenburg" 2022 "f" 30 29 69818
"613" "Brandenburg" 2022 "f" 35 43 84530.5
"614" "Brandenburg" 2022 "f" 40 64 83037
"615" "Brandenburg" 2022 "f" 45 98 69888
"616" "Brandenburg" 2022 "f" 50 208 90808.5
"617" "Brandenburg" 2022 "f" 55 451 115383.5
"618" "Brandenburg" 2022 "f" 60 720 111327.5
"619" "Brandenburg" 2022 "f" 65 957 96734.5
"620" "Brandenburg" 2022 "f" 70 1118 75756
"621" "Brandenburg" 2022 "f" 75 1564 57413
"622" "Brandenburg" 2022 "f" 80 3714 73911
"623" "Brandenburg" 2022 "f" 85 4221 41707.5
"624" "Brandenburg" 2022 "f" 90 4872 19629
"625" "Brandenburg" 2022 "m" 0 35 9497
"626" "Brandenburg" 2022 "m" 1 34 225972.5
"627" "Brandenburg" 2022 "m" 20 50 98352.5
"628" "Brandenburg" 2022 "m" 30 59 70949
"629" "Brandenburg" 2022 "m" 35 105 86233.5
"630" "Brandenburg" 2022 "m" 40 140 87001
"631" "Brandenburg" 2022 "m" 45 188 73460
"632" "Brandenburg" 2022 "m" 50 447 93340
"633" "Brandenburg" 2022 "m" 55 1015 116533
"634" "Brandenburg" 2022 "m" 60 1579 109776.5
"635" "Brandenburg" 2022 "m" 65 1976 90806.5
"636" "Brandenburg" 2022 "m" 70 2022 66977
"637" "Brandenburg" 2022 "m" 75 2123 45219
"638" "Brandenburg" 2022 "m" 80 3958 51875.5
"639" "Brandenburg" 2022 "m" 85 3388 24243
"640" "Brandenburg" 2022 "m" 90 2142 7502
"641" "Bremen" 2018 "f" 0 18 3356.5
"642" "Bremen" 2018 "f" 1 4 56502
"643" "Bremen" 2018 "f" 20 12 45386
"644" "Bremen" 2018 "f" 30 8 22981.5
"645" "Bremen" 2018 "f" 35 15 21012.5
"646" "Bremen" 2018 "f" 40 25 19394.5
"647" "Bremen" 2018 "f" 45 35 22173.5
"648" "Bremen" 2018 "f" 50 78 25988.5
"649" "Bremen" 2018 "f" 55 117 24431.5
"650" "Bremen" 2018 "f" 60 190 21350
"651" "Bremen" 2018 "f" 65 221 19510
"652" "Bremen" 2018 "f" 70 311 16399
"653" "Bremen" 2018 "f" 75 497 18661.5
"654" "Bremen" 2018 "f" 80 689 14514.5
"655" "Bremen" 2018 "f" 85 759 7762.5
"656" "Bremen" 2018 "f" 90 1097 5235
"657" "Bremen" 2018 "m" 0 20 3552.5
"658" "Bremen" 2018 "m" 1 17 61144.5
"659" "Bremen" 2018 "m" 20 23 49528
"660" "Bremen" 2018 "m" 30 22 24818
"661" "Bremen" 2018 "m" 35 27 22497
"662" "Bremen" 2018 "m" 40 44 20234
"663" "Bremen" 2018 "m" 45 77 23091.5
"664" "Bremen" 2018 "m" 50 159 27123
"665" "Bremen" 2018 "m" 55 231 23870
"666" "Bremen" 2018 "m" 60 251 19711
"667" "Bremen" 2018 "m" 65 376 17234
"668" "Bremen" 2018 "m" 70 431 14302.5
"669" "Bremen" 2018 "m" 75 703 14809.5
"670" "Bremen" 2018 "m" 80 742 9751.5
"671" "Bremen" 2018 "m" 85 473 3915.5
"672" "Bremen" 2018 "m" 90 396 1767.5
"673" "Bremen" 2019 "f" 0 15 3336
"674" "Bremen" 2019 "f" 1 10 56860
"675" "Bremen" 2019 "f" 20 7 44948
"676" "Bremen" 2019 "f" 30 2 23375
"677" "Bremen" 2019 "f" 35 11 21335
"678" "Bremen" 2019 "f" 40 11 19458
"679" "Bremen" 2019 "f" 45 30 21035.5
"680" "Bremen" 2019 "f" 50 90 25599.5
"681" "Bremen" 2019 "f" 55 106 24871.5
"682" "Bremen" 2019 "f" 60 149 21708
"683" "Bremen" 2019 "f" 65 220 19492
"684" "Bremen" 2019 "f" 70 287 16489.5
"685" "Bremen" 2019 "f" 75 454 17730.5
"686" "Bremen" 2019 "f" 80 694 15360.5
"687" "Bremen" 2019 "f" 85 682 7772.5
"688" "Bremen" 2019 "f" 90 1053 5204.5
"689" "Bremen" 2019 "m" 0 16 3621.5
"690" "Bremen" 2019 "m" 1 6 61149
"691" "Bremen" 2019 "m" 20 19 49593
"692" "Bremen" 2019 "m" 30 22 25168
"693" "Bremen" 2019 "m" 35 26 22614
"694" "Bremen" 2019 "m" 40 32 20307
"695" "Bremen" 2019 "m" 45 58 21739.5
"696" "Bremen" 2019 "m" 50 127 26800
"697" "Bremen" 2019 "m" 55 225 24458
"698" "Bremen" 2019 "m" 60 276 20153.5
"699" "Bremen" 2019 "m" 65 353 17040
"700" "Bremen" 2019 "m" 70 412 14217
"701" "Bremen" 2019 "m" 75 620 14312.5
"702" "Bremen" 2019 "m" 80 736 10407
"703" "Bremen" 2019 "m" 85 523 4088.5
"704" "Bremen" 2019 "m" 90 432 1849.5
"705" "Bremen" 2020 "f" 0 19 3298.5
"706" "Bremen" 2020 "f" 1 7 57078
"707" "Bremen" 2020 "f" 20 13 44379.5
"708" "Bremen" 2020 "f" 30 9 23609.5
"709" "Bremen" 2020 "f" 35 17 21531
"710" "Bremen" 2020 "f" 40 22 19623
"711" "Bremen" 2020 "f" 45 27 20203.5
"712" "Bremen" 2020 "f" 50 77 24856.5
"713" "Bremen" 2020 "f" 55 112 25191
"714" "Bremen" 2020 "f" 60 164 22074
"715" "Bremen" 2020 "f" 65 212 19492.5
"716" "Bremen" 2020 "f" 70 293 17060
"717" "Bremen" 2020 "f" 75 446 16429.5
"718" "Bremen" 2020 "f" 80 781 15804
"719" "Bremen" 2020 "f" 85 765 8151.5
"720" "Bremen" 2020 "f" 90 1100 5188.5
"721" "Bremen" 2020 "m" 0 17 3552.5
"722" "Bremen" 2020 "m" 1 6 61357.5
"723" "Bremen" 2020 "m" 20 21 48898.5
"724" "Bremen" 2020 "m" 30 15 25492
"725" "Bremen" 2020 "m" 35 31 22612
"726" "Bremen" 2020 "m" 40 44 20426.5
"727" "Bremen" 2020 "m" 45 75 20685
"728" "Bremen" 2020 "m" 50 138 25964.5
"729" "Bremen" 2020 "m" 55 230 25035.5
"730" "Bremen" 2020 "m" 60 332 20588
"731" "Bremen" 2020 "m" 65 348 16889.5
"732" "Bremen" 2020 "m" 70 427 14611.5
"733" "Bremen" 2020 "m" 75 620 13279.5
"734" "Bremen" 2020 "m" 80 779 10952.5
"735" "Bremen" 2020 "m" 85 566 4434.5
"736" "Bremen" 2020 "m" 90 438 1916
"737" "Bremen" 2021 "f" 0 8 3305
"738" "Bremen" 2021 "f" 1 5 57482.5
"739" "Bremen" 2021 "f" 20 7 43761
"740" "Bremen" 2021 "f" 30 11 23494.5
"741" "Bremen" 2021 "f" 35 8 21707.5
"742" "Bremen" 2021 "f" 40 19 19779.5
"743" "Bremen" 2021 "f" 45 37 19617
"744" "Bremen" 2021 "f" 50 63 23905
"745" "Bremen" 2021 "f" 55 138 25390.5
"746" "Bremen" 2021 "f" 60 156 22418.5
"747" "Bremen" 2021 "f" 65 241 19525
"748" "Bremen" 2021 "f" 70 305 17620
"749" "Bremen" 2021 "f" 75 444 15160
"750" "Bremen" 2021 "f" 80 740 15974.5
"751" "Bremen" 2021 "f" 85 744 8652.5
"752" "Bremen" 2021 "f" 90 1049 5149
"753" "Bremen" 2021 "m" 0 10 3433.5
"754" "Bremen" 2021 "m" 1 7 61736
"755" "Bremen" 2021 "m" 20 22 48027.5
"756" "Bremen" 2021 "m" 30 17 25635
"757" "Bremen" 2021 "m" 35 36 22658
"758" "Bremen" 2021 "m" 40 40 20657.5
"759" "Bremen" 2021 "m" 45 76 19900.5
"760" "Bremen" 2021 "m" 50 135 24770
"761" "Bremen" 2021 "m" 55 246 25424
"762" "Bremen" 2021 "m" 60 309 20979
"763" "Bremen" 2021 "m" 65 370 16903.5
"764" "Bremen" 2021 "m" 70 472 14924.5
"765" "Bremen" 2021 "m" 75 572 12233.5
"766" "Bremen" 2021 "m" 80 829 11259
"767" "Bremen" 2021 "m" 85 597 4858.5
"768" "Bremen" 2021 "m" 90 467 1954.5
"769" "Bremen" 2022 "f" 0 18 3198.5
"770" "Bremen" 2022 "f" 1 9 58902
"771" "Bremen" 2022 "f" 20 9 43479.5
"772" "Bremen" 2022 "f" 30 12 23490
"773" "Bremen" 2022 "f" 35 16 22139
"774" "Bremen" 2022 "f" 40 16 20347.5
"775" "Bremen" 2022 "f" 45 30 19394.5
"776" "Bremen" 2022 "f" 50 66 22999.5
"777" "Bremen" 2022 "f" 55 117 25476.5
"778" "Bremen" 2022 "f" 60 213 22907.5
"779" "Bremen" 2022 "f" 65 259 19719.5
"780" "Bremen" 2022 "f" 70 347 17850
"781" "Bremen" 2022 "f" 75 434 14537
"782" "Bremen" 2022 "f" 80 852 15762
"783" "Bremen" 2022 "f" 85 894 9205.5
"784" "Bremen" 2022 "f" 90 1178 4979
"785" "Bremen" 2022 "m" 0 16 3391
"786" "Bremen" 2022 "m" 1 11 63150.5
"787" "Bremen" 2022 "m" 20 31 47853.5
"788" "Bremen" 2022 "m" 30 20 25680
"789" "Bremen" 2022 "m" 35 34 22898.5
"790" "Bremen" 2022 "m" 40 36 21126
"791" "Bremen" 2022 "m" 45 67 19500
"792" "Bremen" 2022 "m" 50 147 23471.5
"793" "Bremen" 2022 "m" 55 254 25607.5
"794" "Bremen" 2022 "m" 60 342 21404
"795" "Bremen" 2022 "m" 65 377 17156
"796" "Bremen" 2022 "m" 70 485 14859.5
"797" "Bremen" 2022 "m" 75 590 11789.5
"798" "Bremen" 2022 "m" 80 837 11129
"799" "Bremen" 2022 "m" 85 664 5330.5
"800" "Bremen" 2022 "m" 90 512 1929
"801" "Hamburg" 2018 "f" 0 20 10024.5
"802" "Hamburg" 2018 "f" 1 18 154303.5
"803" "Hamburg" 2018 "f" 20 23 131015.5
"804" "Hamburg" 2018 "f" 30 22 76502.5
"805" "Hamburg" 2018 "f" 35 30 70461.5
"806" "Hamburg" 2018 "f" 40 45 60495
"807" "Hamburg" 2018 "f" 45 96 63182.5
"808" "Hamburg" 2018 "f" 50 178 70395.5
"809" "Hamburg" 2018 "f" 55 238 59898.5
"810" "Hamburg" 2018 "f" 60 333 48073
"811" "Hamburg" 2018 "f" 65 470 44046.5
"812" "Hamburg" 2018 "f" 70 664 39431.5
"813" "Hamburg" 2018 "f" 75 1135 44548
"814" "Hamburg" 2018 "f" 80 1662 33701.5
"815" "Hamburg" 2018 "f" 85 1703 17789
"816" "Hamburg" 2018 "f" 90 2672 12385.5
"817" "Hamburg" 2018 "m" 0 36 10675
"818" "Hamburg" 2018 "m" 1 22 164457.5
"819" "Hamburg" 2018 "m" 20 50 129862
"820" "Hamburg" 2018 "m" 30 32 75985
"821" "Hamburg" 2018 "m" 35 48 70119
"822" "Hamburg" 2018 "m" 40 61 61722.5
"823" "Hamburg" 2018 "m" 45 158 65223
"824" "Hamburg" 2018 "m" 50 308 72644
"825" "Hamburg" 2018 "m" 55 468 59462.5
"826" "Hamburg" 2018 "m" 60 546 45091.5
"827" "Hamburg" 2018 "m" 65 777 38241.5
"828" "Hamburg" 2018 "m" 70 991 33928.5
"829" "Hamburg" 2018 "m" 75 1557 35280
"830" "Hamburg" 2018 "m" 80 1616 23157.5
"831" "Hamburg" 2018 "m" 85 1198 9480
"832" "Hamburg" 2018 "m" 90 991 4298
"833" "Hamburg" 2019 "f" 0 27 9974.5
"834" "Hamburg" 2019 "f" 1 18 156339
"835" "Hamburg" 2019 "f" 20 20 130202
"836" "Hamburg" 2019 "f" 30 19 77674
"837" "Hamburg" 2019 "f" 35 40 71127.5
"838" "Hamburg" 2019 "f" 40 50 61561.5
"839" "Hamburg" 2019 "f" 45 92 60880
"840" "Hamburg" 2019 "f" 50 189 69844
"841" "Hamburg" 2019 "f" 55 230 62256.5
"842" "Hamburg" 2019 "f" 60 302 49524
"843" "Hamburg" 2019 "f" 65 423 43624.5
"844" "Hamburg" 2019 "f" 70 652 38985.5
"845" "Hamburg" 2019 "f" 75 1053 43072.5
"846" "Hamburg" 2019 "f" 80 1623 35780.5
"847" "Hamburg" 2019 "f" 85 1584 17916
"848" "Hamburg" 2019 "f" 90 2542 12443
"849" "Hamburg" 2019 "m" 0 39 10516
"850" "Hamburg" 2019 "m" 1 29 166181.5
"851" "Hamburg" 2019 "m" 20 49 129152.5
"852" "Hamburg" 2019 "m" 30 41 77195
"853" "Hamburg" 2019 "m" 35 54 70399
"854" "Hamburg" 2019 "m" 40 87 62318
"855" "Hamburg" 2019 "m" 45 125 62032.5
"856" "Hamburg" 2019 "m" 50 288 72059.5
"857" "Hamburg" 2019 "m" 55 393 61911.5
"858" "Hamburg" 2019 "m" 60 575 46760.5
"859" "Hamburg" 2019 "m" 65 722 37588.5
"860" "Hamburg" 2019 "m" 70 935 33299
"861" "Hamburg" 2019 "m" 75 1406 34393
"862" "Hamburg" 2019 "m" 80 1663 24845
"863" "Hamburg" 2019 "m" 85 1190 9779.5
"864" "Hamburg" 2019 "m" 90 1014 4580
"865" "Hamburg" 2020 "f" 0 39 9777.5
"866" "Hamburg" 2020 "f" 1 17 158095
"867" "Hamburg" 2020 "f" 20 16 128767
"868" "Hamburg" 2020 "f" 30 22 78543
"869" "Hamburg" 2020 "f" 35 27 71171
"870" "Hamburg" 2020 "f" 40 46 63123
"871" "Hamburg" 2020 "f" 45 62 59307.5
"872" "Hamburg" 2020 "f" 50 154 68430
"873" "Hamburg" 2020 "f" 55 248 64224
"874" "Hamburg" 2020 "f" 60 338 51259.5
"875" "Hamburg" 2020 "f" 65 424 43175
"876" "Hamburg" 2020 "f" 70 639 39578.5
"877" "Hamburg" 2020 "f" 75 1101 40380.5
"878" "Hamburg" 2020 "f" 80 1732 37171
"879" "Hamburg" 2020 "f" 85 1709 18987
"880" "Hamburg" 2020 "f" 90 2720 12422.5
"881" "Hamburg" 2020 "m" 0 34 10337.5
"882" "Hamburg" 2020 "m" 1 16 167512
"883" "Hamburg" 2020 "m" 20 54 128017.5
"884" "Hamburg" 2020 "m" 30 37 78363
"885" "Hamburg" 2020 "m" 35 45 70308
"886" "Hamburg" 2020 "m" 40 77 63121.5
"887" "Hamburg" 2020 "m" 45 129 60016
"888" "Hamburg" 2020 "m" 50 268 70437
"889" "Hamburg" 2020 "m" 55 479 63978.5
"890" "Hamburg" 2020 "m" 60 578 48581.5
"891" "Hamburg" 2020 "m" 65 698 37411.5
"892" "Hamburg" 2020 "m" 70 946 33466.5
"893" "Hamburg" 2020 "m" 75 1407 32359.5
"894" "Hamburg" 2020 "m" 80 1816 26102
"895" "Hamburg" 2020 "m" 85 1316 10663
"896" "Hamburg" 2020 "m" 90 1114 4778.5
"897" "Hamburg" 2021 "f" 0 32 9755
"898" "Hamburg" 2021 "f" 1 18 159178
"899" "Hamburg" 2021 "f" 20 24 127635.5
"900" "Hamburg" 2021 "f" 30 12 78564
"901" "Hamburg" 2021 "f" 35 34 70515.5
"902" "Hamburg" 2021 "f" 40 52 64698.5
"903" "Hamburg" 2021 "f" 45 73 58422
"904" "Hamburg" 2021 "f" 50 153 66589
"905" "Hamburg" 2021 "f" 55 248 65817.5
"906" "Hamburg" 2021 "f" 60 393 53118
"907" "Hamburg" 2021 "f" 65 473 43193
"908" "Hamburg" 2021 "f" 70 697 40514
"909" "Hamburg" 2021 "f" 75 1025 37289.5
"910" "Hamburg" 2021 "f" 80 1689 37967.5
"911" "Hamburg" 2021 "f" 85 1902 20394
"912" "Hamburg" 2021 "f" 90 2626 12248
"913" "Hamburg" 2021 "m" 0 35 10352.5
"914" "Hamburg" 2021 "m" 1 21 168397.5
"915" "Hamburg" 2021 "m" 20 49 126982
"916" "Hamburg" 2021 "m" 30 44 78936.5
"917" "Hamburg" 2021 "m" 35 75 70096
"918" "Hamburg" 2021 "m" 40 94 64054.5
"919" "Hamburg" 2021 "m" 45 128 58731.5
"920" "Hamburg" 2021 "m" 50 283 68369.5
"921" "Hamburg" 2021 "m" 55 460 65900.5
"922" "Hamburg" 2021 "m" 60 659 50508
"923" "Hamburg" 2021 "m" 65 755 37834.5
"924" "Hamburg" 2021 "m" 70 1028 33822.5
"925" "Hamburg" 2021 "m" 75 1270 29787
"926" "Hamburg" 2021 "m" 80 1920 26846
"927" "Hamburg" 2021 "m" 85 1454 11810
"928" "Hamburg" 2021 "m" 90 1119 4879
"929" "Hamburg" 2022 "f" 0 25 9511
"930" "Hamburg" 2022 "f" 1 17 162786.5
"931" "Hamburg" 2022 "f" 20 22 129430.5
"932" "Hamburg" 2022 "f" 30 17 78572.5
"933" "Hamburg" 2022 "f" 35 37 71039
"934" "Hamburg" 2022 "f" 40 45 66506.5
"935" "Hamburg" 2022 "f" 45 79 58889
"936" "Hamburg" 2022 "f" 50 130 64697.5
"937" "Hamburg" 2022 "f" 55 273 67485.5
"938" "Hamburg" 2022 "f" 60 350 55269.5
"939" "Hamburg" 2022 "f" 65 499 44029
"940" "Hamburg" 2022 "f" 70 746 40944
"941" "Hamburg" 2022 "f" 75 1053 35665
"942" "Hamburg" 2022 "f" 80 1852 37865.5
"943" "Hamburg" 2022 "f" 85 2142 21850.5
"944" "Hamburg" 2022 "f" 90 2867 11838
"945" "Hamburg" 2022 "m" 0 37 9957.5
"946" "Hamburg" 2022 "m" 1 32 172407.5
"947" "Hamburg" 2022 "m" 20 48 128507
"948" "Hamburg" 2022 "m" 30 37 79365.5
"949" "Hamburg" 2022 "m" 35 60 71135
"950" "Hamburg" 2022 "m" 40 96 65031.5
"951" "Hamburg" 2022 "m" 45 123 58602
"952" "Hamburg" 2022 "m" 50 270 65798
"953" "Hamburg" 2022 "m" 55 524 67737.5
"954" "Hamburg" 2022 "m" 60 641 52590.5
"955" "Hamburg" 2022 "m" 65 805 38791
"956" "Hamburg" 2022 "m" 70 991 33610.5
"957" "Hamburg" 2022 "m" 75 1291 28396
"958" "Hamburg" 2022 "m" 80 1926 26812
"959" "Hamburg" 2022 "m" 85 1634 12986
"960" "Hamburg" 2022 "m" 90 1208 4921.5
"961" "Hessen" 2018 "f" 0 83 29648.5
"962" "Hessen" 2018 "f" 1 59 539894.5
"963" "Hessen" 2018 "f" 20 67 370657
"964" "Hessen" 2018 "f" 30 60 196507.5
"965" "Hessen" 2018 "f" 35 120 199749.5
"966" "Hessen" 2018 "f" 40 158 190872
"967" "Hessen" 2018 "f" 45 307 223223.5
"968" "Hessen" 2018 "f" 50 591 260576
"969" "Hessen" 2018 "f" 55 872 238339
"970" "Hessen" 2018 "f" 60 1224 199831
"971" "Hessen" 2018 "f" 65 1683 182295
"972" "Hessen" 2018 "f" 70 2171 143052.5
"973" "Hessen" 2018 "f" 75 3980 160242.5
"974" "Hessen" 2018 "f" 80 5934 121766.5
"975" "Hessen" 2018 "f" 85 6970 67013.5
"976" "Hessen" 2018 "f" 90 9795 43527
"977" "Hessen" 2018 "m" 0 105 31163
"978" "Hessen" 2018 "m" 1 96 575606.5
"979" "Hessen" 2018 "m" 20 160 400809.5
"980" "Hessen" 2018 "m" 30 119 204235.5
"981" "Hessen" 2018 "m" 35 163 198183.5
"982" "Hessen" 2018 "m" 40 250 188012
"983" "Hessen" 2018 "m" 45 484 223877.5
"984" "Hessen" 2018 "m" 50 997 265591
"985" "Hessen" 2018 "m" 55 1510 238247
"986" "Hessen" 2018 "m" 60 2111 192089.5
"987" "Hessen" 2018 "m" 65 2840 165924.5
"988" "Hessen" 2018 "m" 70 3265 127401
"989" "Hessen" 2018 "m" 75 5373 132623.5
"990" "Hessen" 2018 "m" 80 6339 88874.5
"991" "Hessen" 2018 "m" 85 5292 38804
"992" "Hessen" 2018 "m" 90 3989 15897.5
"993" "Hessen" 2019 "f" 0 92 29303
"994" "Hessen" 2019 "f" 1 55 542896
"995" "Hessen" 2019 "f" 20 65 368665.5
"996" "Hessen" 2019 "f" 30 64 199602.5
"997" "Hessen" 2019 "f" 35 81 200741.5
"998" "Hessen" 2019 "f" 40 156 192688
"999" "Hessen" 2019 "f" 45 259 212150
"1000" "Hessen" 2019 "f" 50 584 257528
"1001" "Hessen" 2019 "f" 55 833 245201.5
"1002" "Hessen" 2019 "f" 60 1202 204995.5
"1003" "Hessen" 2019 "f" 65 1743 182500
"1004" "Hessen" 2019 "f" 70 2185 146431
"1005" "Hessen" 2019 "f" 75 3804 153723
"1006" "Hessen" 2019 "f" 80 6200 129689
"1007" "Hessen" 2019 "f" 85 6711 67724.5
"1008" "Hessen" 2019 "f" 90 9610 43953.5
"1009" "Hessen" 2019 "m" 0 93 31029
"1010" "Hessen" 2019 "m" 1 63 576449
"1011" "Hessen" 2019 "m" 20 162 399517.5
"1012" "Hessen" 2019 "m" 30 109 209224
"1013" "Hessen" 2019 "m" 35 174 200177
"1014" "Hessen" 2019 "m" 40 250 189348.5
"1015" "Hessen" 2019 "m" 45 467 211103
"1016" "Hessen" 2019 "m" 50 996 261955.5
"1017" "Hessen" 2019 "m" 55 1461 245995
"1018" "Hessen" 2019 "m" 60 2140 198447.5
"1019" "Hessen" 2019 "m" 65 2770 165368
"1020" "Hessen" 2019 "m" 70 3205 130161.5
"1021" "Hessen" 2019 "m" 75 5233 127855.5
"1022" "Hessen" 2019 "m" 80 6542 95364
"1023" "Hessen" 2019 "m" 85 5196 40119.5
"1024" "Hessen" 2019 "m" 90 4164 17037.5
"1025" "Hessen" 2020 "f" 0 72 28895.5
"1026" "Hessen" 2020 "f" 1 57 544647
"1027" "Hessen" 2020 "f" 20 74 364090
"1028" "Hessen" 2020 "f" 30 58 202987
"1029" "Hessen" 2020 "f" 35 106 200228
"1030" "Hessen" 2020 "f" 40 151 195852.5
"1031" "Hessen" 2020 "f" 45 276 202942.5
"1032" "Hessen" 2020 "f" 50 512 251713.5
"1033" "Hessen" 2020 "f" 55 868 250712
"1034" "Hessen" 2020 "f" 60 1268 211070.5
"1035" "Hessen" 2020 "f" 65 1669 182499.5
"1036" "Hessen" 2020 "f" 70 2361 154520.5
