"PopName" "Year" "Sex" "AgeGroup" "Deaths" "Ex"
"1037" "Hessen" 2020 "f" 75 3724 142251
"1038" "Hessen" 2020 "f" 80 6373 136145
"1039" "Hessen" 2020 "f" 85 7180 70793.5
"1040" "Hessen" 2020 "f" 90 10306 44435
"1041" "Hessen" 2020 "m" 0 88 30669
"1042" "Hessen" 2020 "m" 1 88 577445.5
"1043" "Hessen" 2020 "m" 20 164 395682
"1044" "Hessen" 2020 "m" 30 125 213590.5
"1045" "Hessen" 2020 "m" 35 152 201078
"1046" "Hessen" 2020 "m" 40 273 191933.5
"1047" "Hessen" 2020 "m" 45 406 201249
"1048" "Hessen" 2020 "m" 50 973 255089
"1049" "Hessen" 2020 "m" 55 1644 252030
"1050" "Hessen" 2020 "m" 60 2207 205307.5
"1051" "Hessen" 2020 "m" 65 2821 165431
"1052" "Hessen" 2020 "m" 70 3524 136944
"1053" "Hessen" 2020 "m" 75 4952 118699.5
"1054" "Hessen" 2020 "m" 80 7176 100826
"1055" "Hessen" 2020 "m" 85 5789 42889.5
"1056" "Hessen" 2020 "m" 90 4614 17970
"1057" "Hessen" 2021 "f" 0 74 29203
"1058" "Hessen" 2021 "f" 1 72 546399.5
"1059" "Hessen" 2021 "f" 20 72 358561.5
"1060" "Hessen" 2021 "f" 30 61 204833
"1061" "Hessen" 2021 "f" 35 92 198924.5
"1062" "Hessen" 2021 "f" 40 146 199063
"1063" "Hessen" 2021 "f" 45 222 196272.5
"1064" "Hessen" 2021 "f" 50 508 243718.5
"1065" "Hessen" 2021 "f" 55 902 254382
"1066" "Hessen" 2021 "f" 60 1311 217486.5
"1067" "Hessen" 2021 "f" 65 1877 183644
"1068" "Hessen" 2021 "f" 70 2593 163738.5
"1069" "Hessen" 2021 "f" 75 3553 130311.5
"1070" "Hessen" 2021 "f" 80 6852 139800
"1071" "Hessen" 2021 "f" 85 7341 74865
"1072" "Hessen" 2021 "f" 90 10166 44384
"1073" "Hessen" 2021 "m" 0 103 31121
"1074" "Hessen" 2021 "m" 1 98 579261.5
"1075" "Hessen" 2021 "m" 20 175 390305.5
"1076" "Hessen" 2021 "m" 30 120 215610
"1077" "Hessen" 2021 "m" 35 173 201567
"1078" "Hessen" 2021 "m" 40 277 194570
"1079" "Hessen" 2021 "m" 45 448 193702
"1080" "Hessen" 2021 "m" 50 950 245455.5
"1081" "Hessen" 2021 "m" 55 1667 255982
"1082" "Hessen" 2021 "m" 60 2420 211990.5
"1083" "Hessen" 2021 "m" 65 3030 167224
"1084" "Hessen" 2021 "m" 70 3925 144066.5
"1085" "Hessen" 2021 "m" 75 4702 108813.5
"1086" "Hessen" 2021 "m" 80 7482 104034
"1087" "Hessen" 2021 "m" 85 6148 46280.5
"1088" "Hessen" 2021 "m" 90 4717 18515
"1089" "Hessen" 2022 "f" 0 79 28835.5
"1090" "Hessen" 2022 "f" 1 76 557480
"1091" "Hessen" 2022 "f" 20 83 358732.5
"1092" "Hessen" 2022 "f" 30 70 206622
"1093" "Hessen" 2022 "f" 35 121 201739.5
"1094" "Hessen" 2022 "f" 40 191 203632
"1095" "Hessen" 2022 "f" 45 230 194425
"1096" "Hessen" 2022 "f" 50 502 235064
"1097" "Hessen" 2022 "f" 55 916 257180
"1098" "Hessen" 2022 "f" 60 1362 224954
"1099" "Hessen" 2022 "f" 65 1896 187060
"1100" "Hessen" 2022 "f" 70 2688 168922.5
"1101" "Hessen" 2022 "f" 75 3499 127065.5
"1102" "Hessen" 2022 "f" 80 7011 138480
"1103" "Hessen" 2022 "f" 85 8125 79740
"1104" "Hessen" 2022 "f" 90 11056 43382.5
"1105" "Hessen" 2022 "m" 0 117 30521
"1106" "Hessen" 2022 "m" 1 115 591270
"1107" "Hessen" 2022 "m" 20 165 390522
"1108" "Hessen" 2022 "m" 30 128 217142.5
"1109" "Hessen" 2022 "m" 35 210 204947.5
"1110" "Hessen" 2022 "m" 40 296 198264.5
"1111" "Hessen" 2022 "m" 45 434 189819.5
"1112" "Hessen" 2022 "m" 50 842 234339
"1113" "Hessen" 2022 "m" 55 1617 258139.5
"1114" "Hessen" 2022 "m" 60 2396 218887.5
"1115" "Hessen" 2022 "m" 65 3044 171191.5
"1116" "Hessen" 2022 "m" 70 4095 147094.5
"1117" "Hessen" 2022 "m" 75 4585 105645.5
"1118" "Hessen" 2022 "m" 80 7527 103336
"1119" "Hessen" 2022 "m" 85 6710 50129
"1120" "Hessen" 2022 "m" 90 5177 18624
"1121" "MecklenburgVorpommern" 2018 "f" 0 15 6388.5
"1122" "MecklenburgVorpommern" 2018 "f" 1 15 124744
"1123" "MecklenburgVorpommern" 2018 "f" 20 11 66809.5
"1124" "MecklenburgVorpommern" 2018 "f" 30 19 49927
"1125" "MecklenburgVorpommern" 2018 "f" 35 31 47971
"1126" "MecklenburgVorpommern" 2018 "f" 40 37 40059.5
"1127" "MecklenburgVorpommern" 2018 "f" 45 76 48099
"1128" "MecklenburgVorpommern" 2018 "f" 50 182 66132
"1129" "MecklenburgVorpommern" 2018 "f" 55 332 74254
"1130" "MecklenburgVorpommern" 2018 "f" 60 432 67750.5
"1131" "MecklenburgVorpommern" 2018 "f" 65 572 58438.5
"1132" "MecklenburgVorpommern" 2018 "f" 70 562 36850
"1133" "MecklenburgVorpommern" 2018 "f" 75 1359 53856
"1134" "MecklenburgVorpommern" 2018 "f" 80 2216 41891
"1135" "MecklenburgVorpommern" 2018 "f" 85 2365 21929.5
"1136" "MecklenburgVorpommern" 2018 "f" 90 2451 11041
"1137" "MecklenburgVorpommern" 2018 "m" 0 21 6676
"1138" "MecklenburgVorpommern" 2018 "m" 1 25 131922
"1139" "MecklenburgVorpommern" 2018 "m" 20 39 73920.5
"1140" "MecklenburgVorpommern" 2018 "m" 30 47 54498.5
"1141" "MecklenburgVorpommern" 2018 "m" 35 78 53333.5
"1142" "MecklenburgVorpommern" 2018 "m" 40 99 45378.5
"1143" "MecklenburgVorpommern" 2018 "m" 45 176 51832
"1144" "MecklenburgVorpommern" 2018 "m" 50 450 67726
"1145" "MecklenburgVorpommern" 2018 "m" 55 718 74375.5
"1146" "MecklenburgVorpommern" 2018 "m" 60 1077 65804.5
"1147" "MecklenburgVorpommern" 2018 "m" 65 1117 54553
"1148" "MecklenburgVorpommern" 2018 "m" 70 946 32219
"1149" "MecklenburgVorpommern" 2018 "m" 75 1918 40855.5
"1150" "MecklenburgVorpommern" 2018 "m" 80 2190 26964
"1151" "MecklenburgVorpommern" 2018 "m" 85 1566 11119.5
"1152" "MecklenburgVorpommern" 2018 "m" 90 806 3078
"1153" "MecklenburgVorpommern" 2019 "f" 0 13 6260.5
"1154" "MecklenburgVorpommern" 2019 "f" 1 19 125941
"1155" "MecklenburgVorpommern" 2019 "f" 20 11 63256
"1156" "MecklenburgVorpommern" 2019 "f" 30 17 50513
"1157" "MecklenburgVorpommern" 2019 "f" 35 42 48794
"1158" "MecklenburgVorpommern" 2019 "f" 40 46 42210
"1159" "MecklenburgVorpommern" 2019 "f" 45 68 44943.5
"1160" "MecklenburgVorpommern" 2019 "f" 50 168 62483.5
"1161" "MecklenburgVorpommern" 2019 "f" 55 304 74800.5
"1162" "MecklenburgVorpommern" 2019 "f" 60 459 68334.5
"1163" "MecklenburgVorpommern" 2019 "f" 65 587 62254.5
"1164" "MecklenburgVorpommern" 2019 "f" 70 494 36706
"1165" "MecklenburgVorpommern" 2019 "f" 75 1213 50563.5
"1166" "MecklenburgVorpommern" 2019 "f" 80 2211 44442
"1167" "MecklenburgVorpommern" 2019 "f" 85 2356 22714
"1168" "MecklenburgVorpommern" 2019 "f" 90 2591 11564.5
"1169" "MecklenburgVorpommern" 2019 "m" 0 15 6580.5
"1170" "MecklenburgVorpommern" 2019 "m" 1 18 132835
"1171" "MecklenburgVorpommern" 2019 "m" 20 38 69623
"1172" "MecklenburgVorpommern" 2019 "m" 30 47 54802.5
"1173" "MecklenburgVorpommern" 2019 "m" 35 81 53648
"1174" "MecklenburgVorpommern" 2019 "m" 40 100 47849.5
"1175" "MecklenburgVorpommern" 2019 "m" 45 170 48903
"1176" "MecklenburgVorpommern" 2019 "m" 50 377 64115.5
"1177" "MecklenburgVorpommern" 2019 "m" 55 767 74973.5
"1178" "MecklenburgVorpommern" 2019 "m" 60 1007 66301.5
"1179" "MecklenburgVorpommern" 2019 "m" 65 1221 57984
"1180" "MecklenburgVorpommern" 2019 "m" 70 963 32483.5
"1181" "MecklenburgVorpommern" 2019 "m" 75 1650 38793.5
"1182" "MecklenburgVorpommern" 2019 "m" 80 2147 28913.5
"1183" "MecklenburgVorpommern" 2019 "m" 85 1620 11793.5
"1184" "MecklenburgVorpommern" 2019 "m" 90 882 3525.5
"1185" "MecklenburgVorpommern" 2020 "f" 0 20 5999.5
"1186" "MecklenburgVorpommern" 2020 "f" 1 19 126781
"1187" "MecklenburgVorpommern" 2020 "f" 20 11 60413.5
"1188" "MecklenburgVorpommern" 2020 "f" 30 23 50775
"1189" "MecklenburgVorpommern" 2020 "f" 35 38 49604.5
"1190" "MecklenburgVorpommern" 2020 "f" 40 48 44821.5
"1191" "MecklenburgVorpommern" 2020 "f" 45 68 42354.5
"1192" "MecklenburgVorpommern" 2020 "f" 50 161 59062.5
"1193" "MecklenburgVorpommern" 2020 "f" 55 326 74221.5
"1194" "MecklenburgVorpommern" 2020 "f" 60 446 69576
"1195" "MecklenburgVorpommern" 2020 "f" 65 618 64879
"1196" "MecklenburgVorpommern" 2020 "f" 70 541 39857.5
"1197" "MecklenburgVorpommern" 2020 "f" 75 1152 45344
"1198" "MecklenburgVorpommern" 2020 "f" 80 2215 46356.5
"1199" "MecklenburgVorpommern" 2020 "f" 85 2366 24164
"1200" "MecklenburgVorpommern" 2020 "f" 90 2658 12171
"1201" "MecklenburgVorpommern" 2020 "m" 0 23 6393
"1202" "MecklenburgVorpommern" 2020 "m" 1 26 133313
"1203" "MecklenburgVorpommern" 2020 "m" 20 33 66493.5
"1204" "MecklenburgVorpommern" 2020 "m" 30 46 54666.5
"1205" "MecklenburgVorpommern" 2020 "m" 35 86 54013
"1206" "MecklenburgVorpommern" 2020 "m" 40 95 50434
"1207" "MecklenburgVorpommern" 2020 "m" 45 176 46539.5
"1208" "MecklenburgVorpommern" 2020 "m" 50 351 60794.5
"1209" "MecklenburgVorpommern" 2020 "m" 55 722 74561.5
"1210" "MecklenburgVorpommern" 2020 "m" 60 994 67372
"1211" "MecklenburgVorpommern" 2020 "m" 65 1277 60264.5
"1212" "MecklenburgVorpommern" 2020 "m" 70 1004 35589.5
"1213" "MecklenburgVorpommern" 2020 "m" 75 1466 35281.5
"1214" "MecklenburgVorpommern" 2020 "m" 80 2212 30454
"1215" "MecklenburgVorpommern" 2020 "m" 85 1676 12924.5
"1216" "MecklenburgVorpommern" 2020 "m" 90 957 3980
"1217" "MecklenburgVorpommern" 2021 "f" 0 16 5840.5
"1218" "MecklenburgVorpommern" 2021 "f" 1 13 127461
"1219" "MecklenburgVorpommern" 2021 "f" 20 12 59590
"1220" "MecklenburgVorpommern" 2021 "f" 30 16 49226
"1221" "MecklenburgVorpommern" 2021 "f" 35 41 50621.5
"1222" "MecklenburgVorpommern" 2021 "f" 40 47 47368.5
"1223" "MecklenburgVorpommern" 2021 "f" 45 72 40513
"1224" "MecklenburgVorpommern" 2021 "f" 50 155 56043.5
"1225" "MecklenburgVorpommern" 2021 "f" 55 342 72740
"1226" "MecklenburgVorpommern" 2021 "f" 60 479 71179
"1227" "MecklenburgVorpommern" 2021 "f" 65 646 66336
"1228" "MecklenburgVorpommern" 2021 "f" 70 684 45862.5
"1229" "MecklenburgVorpommern" 2021 "f" 75 1066 38887
"1230" "MecklenburgVorpommern" 2021 "f" 80 2428 47380.5
"1231" "MecklenburgVorpommern" 2021 "f" 85 2666 25797.5
"1232" "MecklenburgVorpommern" 2021 "f" 90 2984 12630.5
"1233" "MecklenburgVorpommern" 2021 "m" 0 8 6172.5
"1234" "MecklenburgVorpommern" 2021 "m" 1 24 133832.5
"1235" "MecklenburgVorpommern" 2021 "m" 20 45 65667.5
"1236" "MecklenburgVorpommern" 2021 "m" 30 34 52656.5
"1237" "MecklenburgVorpommern" 2021 "m" 35 94 54687
"1238" "MecklenburgVorpommern" 2021 "m" 40 109 52743.5
"1239" "MecklenburgVorpommern" 2021 "m" 45 149 44799
"1240" "MecklenburgVorpommern" 2021 "m" 50 376 58061
"1241" "MecklenburgVorpommern" 2021 "m" 55 760 73074.5
"1242" "MecklenburgVorpommern" 2021 "m" 60 1079 69026.5
"1243" "MecklenburgVorpommern" 2021 "m" 65 1391 61365
"1244" "MecklenburgVorpommern" 2021 "m" 70 1295 40829.5
"1245" "MecklenburgVorpommern" 2021 "m" 75 1470 30605.5
"1246" "MecklenburgVorpommern" 2021 "m" 80 2516 31600
"1247" "MecklenburgVorpommern" 2021 "m" 85 1977 13994.5
"1248" "MecklenburgVorpommern" 2021 "m" 90 1158 4375
"1249" "MecklenburgVorpommern" 2022 "f" 0 19 5588
"1250" "MecklenburgVorpommern" 2022 "f" 1 17 130087.5
"1251" "MecklenburgVorpommern" 2022 "f" 20 9 61086
"1252" "MecklenburgVorpommern" 2022 "f" 30 22 45958
"1253" "MecklenburgVorpommern" 2022 "f" 35 32 52472.5
"1254" "MecklenburgVorpommern" 2022 "f" 40 43 49780.5
"1255" "MecklenburgVorpommern" 2022 "f" 45 67 40693.5
"1256" "MecklenburgVorpommern" 2022 "f" 50 143 53269.5
"1257" "MecklenburgVorpommern" 2022 "f" 55 301 70669
"1258" "MecklenburgVorpommern" 2022 "f" 60 495 73186.5
"1259" "MecklenburgVorpommern" 2022 "f" 65 693 67053
"1260" "MecklenburgVorpommern" 2022 "f" 70 788 51567.5
"1261" "MecklenburgVorpommern" 2022 "f" 75 1050 34853
"1262" "MecklenburgVorpommern" 2022 "f" 80 2447 46850.5
"1263" "MecklenburgVorpommern" 2022 "f" 85 2973 27329
"1264" "MecklenburgVorpommern" 2022 "f" 90 3256 12756
"1265" "MecklenburgVorpommern" 2022 "m" 0 16 5813
"1266" "MecklenburgVorpommern" 2022 "m" 1 27 136560.5
"1267" "MecklenburgVorpommern" 2022 "m" 20 37 67329
"1268" "MecklenburgVorpommern" 2022 "m" 30 49 48618.5
"1269" "MecklenburgVorpommern" 2022 "m" 35 78 55734
"1270" "MecklenburgVorpommern" 2022 "m" 40 114 54529.5
"1271" "MecklenburgVorpommern" 2022 "m" 45 118 44926.5
"1272" "MecklenburgVorpommern" 2022 "m" 50 309 55568.5
"1273" "MecklenburgVorpommern" 2022 "m" 55 651 70521.5
"1274" "MecklenburgVorpommern" 2022 "m" 60 1115 70838.5
"1275" "MecklenburgVorpommern" 2022 "m" 65 1365 61993
"1276" "MecklenburgVorpommern" 2022 "m" 70 1398 45441.5
"1277" "MecklenburgVorpommern" 2022 "m" 75 1378 27756
"1278" "MecklenburgVorpommern" 2022 "m" 80 2655 31513
"1279" "MecklenburgVorpommern" 2022 "m" 85 2286 14816
"1280" "MecklenburgVorpommern" 2022 "m" 90 1426 4610
"1281" "Niedersachsen" 2018 "f" 0 132 35854
"1282" "Niedersachsen" 2018 "f" 1 82 694065
"1283" "Niedersachsen" 2018 "f" 20 98 446275.5
"1284" "Niedersachsen" 2018 "f" 30 106 227420
"1285" "Niedersachsen" 2018 "f" 35 121 230543.5
"1286" "Niedersachsen" 2018 "f" 40 219 225064.5
"1287" "Niedersachsen" 2018 "f" 45 444 284346.5
"1288" "Niedersachsen" 2018 "f" 50 858 341307
"1289" "Niedersachsen" 2018 "f" 55 1276 314910
"1290" "Niedersachsen" 2018 "f" 60 1797 264415
"1291" "Niedersachsen" 2018 "f" 65 2508 239712
"1292" "Niedersachsen" 2018 "f" 70 2986 187696
"1293" "Niedersachsen" 2018 "f" 75 5827 222320
"1294" "Niedersachsen" 2018 "f" 80 8422 170456
"1295" "Niedersachsen" 2018 "f" 85 9988 92680.5
"1296" "Niedersachsen" 2018 "f" 90 13826 57986.5
"1297" "Niedersachsen" 2018 "m" 0 151 37609.5
"1298" "Niedersachsen" 2018 "m" 1 144 739556.5
"1299" "Niedersachsen" 2018 "m" 20 267 496254
"1300" "Niedersachsen" 2018 "m" 30 156 240684
"1301" "Niedersachsen" 2018 "m" 35 254 231082
"1302" "Niedersachsen" 2018 "m" 40 369 223782.5
"1303" "Niedersachsen" 2018 "m" 45 742 283282.5
"1304" "Niedersachsen" 2018 "m" 50 1487 344500
"1305" "Niedersachsen" 2018 "m" 55 2409 313709.5
"1306" "Niedersachsen" 2018 "m" 60 3134 255419
"1307" "Niedersachsen" 2018 "m" 65 4207 225733.5
"1308" "Niedersachsen" 2018 "m" 70 4672 169053
"1309" "Niedersachsen" 2018 "m" 75 7939 184073.5
"1310" "Niedersachsen" 2018 "m" 80 9071 122342.5
"1311" "Niedersachsen" 2018 "m" 85 7079 50593.5
"1312" "Niedersachsen" 2018 "m" 90 5394 19884
"1313" "Niedersachsen" 2019 "f" 0 117 35753
"1314" "Niedersachsen" 2019 "f" 1 70 693845.5
"1315" "Niedersachsen" 2019 "f" 20 88 444306
"1316" "Niedersachsen" 2019 "f" 30 75 231838.5
"1317" "Niedersachsen" 2019 "f" 35 144 232270
"1318" "Niedersachsen" 2019 "f" 40 185 225409.5
"1319" "Niedersachsen" 2019 "f" 45 372 266894
"1320" "Niedersachsen" 2019 "f" 50 863 337449.5
"1321" "Niedersachsen" 2019 "f" 55 1284 324403.5
"1322" "Niedersachsen" 2019 "f" 60 1804 271665.5
"1323" "Niedersachsen" 2019 "f" 65 2351 242242
"1324" "Niedersachsen" 2019 "f" 70 3054 190555
"1325" "Niedersachsen" 2019 "f" 75 5400 211551.5
"1326" "Niedersachsen" 2019 "f" 80 8819 182055.5
"1327" "Niedersachsen" 2019 "f" 85 9406 93665
"1328" "Niedersachsen" 2019 "f" 90 13213 58717
"1329" "Niedersachsen" 2019 "m" 0 167 37727.5
"1330" "Niedersachsen" 2019 "m" 1 145 737258
"1331" "Niedersachsen" 2019 "m" 20 247 494485.5
"1332" "Niedersachsen" 2019 "m" 30 166 247002.5
"1333" "Niedersachsen" 2019 "m" 35 241 233663.5
"1334" "Niedersachsen" 2019 "m" 40 368 224207.5
"1335" "Niedersachsen" 2019 "m" 45 687 263967
"1336" "Niedersachsen" 2019 "m" 50 1382 339897
"1337" "Niedersachsen" 2019 "m" 55 2345 322923.5
"1338" "Niedersachsen" 2019 "m" 60 3111 263546
"1339" "Niedersachsen" 2019 "m" 65 4161 226214
"1340" "Niedersachsen" 2019 "m" 70 4594 172760
"1341" "Niedersachsen" 2019 "m" 75 7507 175857.5
"1342" "Niedersachsen" 2019 "m" 80 9419 132161
"1343" "Niedersachsen" 2019 "m" 85 7029 52625
"1344" "Niedersachsen" 2019 "m" 90 5442 21111.5
"1345" "Niedersachsen" 2020 "f" 0 113 35826
"1346" "Niedersachsen" 2020 "f" 1 54 694025.5
"1347" "Niedersachsen" 2020 "f" 20 87 440465.5
"1348" "Niedersachsen" 2020 "f" 30 70 236134.5
"1349" "Niedersachsen" 2020 "f" 35 127 232645
"1350" "Niedersachsen" 2020 "f" 40 183 228367.5
"1351" "Niedersachsen" 2020 "f" 45 378 251728.5
"1352" "Niedersachsen" 2020 "f" 50 780 329893
"1353" "Niedersachsen" 2020 "f" 55 1318 331402.5
"1354" "Niedersachsen" 2020 "f" 60 1778 280682.5
"1355" "Niedersachsen" 2020 "f" 65 2436 243949
"1356" "Niedersachsen" 2020 "f" 70 3210 201070
"1357" "Niedersachsen" 2020 "f" 75 5141 194333.5
"1358" "Niedersachsen" 2020 "f" 80 9026 190287.5
"1359" "Niedersachsen" 2020 "f" 85 9796 98435.5
"1360" "Niedersachsen" 2020 "f" 90 13661 59755
"1361" "Niedersachsen" 2020 "m" 0 144 37686.5
"1362" "Niedersachsen" 2020 "m" 1 122 735549
"1363" "Niedersachsen" 2020 "m" 20 234 489936
"1364" "Niedersachsen" 2020 "m" 30 181 253322
"1365" "Niedersachsen" 2020 "m" 35 267 235268
"1366" "Niedersachsen" 2020 "m" 40 387 226281.5
"1367" "Niedersachsen" 2020 "m" 45 693 247934.5
"1368" "Niedersachsen" 2020 "m" 50 1456 330493.5
"1369" "Niedersachsen" 2020 "m" 55 2340 329870
"1370" "Niedersachsen" 2020 "m" 60 3253 272639.5
"1371" "Niedersachsen" 2020 "m" 65 4254 226779
"1372" "Niedersachsen" 2020 "m" 70 4832 182922.5
"1373" "Niedersachsen" 2020 "m" 75 7049 162017.5
"1374" "Niedersachsen" 2020 "m" 80 10017 139437
"1375" "Niedersachsen" 2020 "m" 85 7766 57057
"1376" "Niedersachsen" 2020 "m" 90 5827 22320
"1377" "Niedersachsen" 2021 "f" 0 106 36473.5
"1378" "Niedersachsen" 2021 "f" 1 69 695739.5
"1379" "Niedersachsen" 2021 "f" 20 80 437210
"1380" "Niedersachsen" 2021 "f" 30 84 239265
"1381" "Niedersachsen" 2021 "f" 35 133 233531.5
"1382" "Niedersachsen" 2021 "f" 40 237 232637.5
"1383" "Niedersachsen" 2021 "f" 45 387 240042
"1384" "Niedersachsen" 2021 "f" 50 813 319040.5
"1385" "Niedersachsen" 2021 "f" 55 1300 336262
"1386" "Niedersachsen" 2021 "f" 60 1952 290877
"1387" "Niedersachsen" 2021 "f" 65 2602 246571
"1388" "Niedersachsen" 2021 "f" 70 3380 213252
"1389" "Niedersachsen" 2021 "f" 75 4795 176990
"1390" "Niedersachsen" 2021 "f" 80 9451 195251
"1391" "Niedersachsen" 2021 "f" 85 10411 104490
"1392" "Niedersachsen" 2021 "f" 90 13776 60392
"1393" "Niedersachsen" 2021 "m" 0 142 38575.5
"1394" "Niedersachsen" 2021 "m" 1 130 736622.5
"1395" "Niedersachsen" 2021 "m" 20 253 485290
"1396" "Niedersachsen" 2021 "m" 30 171 258122
"1397" "Niedersachsen" 2021 "m" 35 273 238031.5
"1398" "Niedersachsen" 2021 "m" 40 398 229817.5
"1399" "Niedersachsen" 2021 "m" 45 659 236083.5
"1400" "Niedersachsen" 2021 "m" 50 1340 317049
"1401" "Niedersachsen" 2021 "m" 55 2488 334831.5
"1402" "Niedersachsen" 2021 "m" 60 3490 282342
"1403" "Niedersachsen" 2021 "m" 65 4395 229061.5
"1404" "Niedersachsen" 2021 "m" 70 5555 193546.5
"1405" "Niedersachsen" 2021 "m" 75 6523 148006
"1406" "Niedersachsen" 2021 "m" 80 10354 144294
"1407" "Niedersachsen" 2021 "m" 85 8170 62250.5
"1408" "Niedersachsen" 2021 "m" 90 6048 23278
"1409" "Niedersachsen" 2022 "f" 0 102 35984.5
"1410" "Niedersachsen" 2022 "f" 1 79 708903
"1411" "Niedersachsen" 2022 "f" 20 108 439475.5
"1412" "Niedersachsen" 2022 "f" 30 94 242979.5
"1413" "Niedersachsen" 2022 "f" 35 150 239512
"1414" "Niedersachsen" 2022 "f" 40 200 239085
"1415" "Niedersachsen" 2022 "f" 45 373 235061
"1416" "Niedersachsen" 2022 "f" 50 727 305679
"1417" "Niedersachsen" 2022 "f" 55 1383 340816
"1418" "Niedersachsen" 2022 "f" 60 2040 302078.5
"1419" "Niedersachsen" 2022 "f" 65 2729 251918
"1420" "Niedersachsen" 2022 "f" 70 3772 221461
"1421" "Niedersachsen" 2022 "f" 75 4888 170136.5
"1422" "Niedersachsen" 2022 "f" 80 10143 193436
"1423" "Niedersachsen" 2022 "f" 85 11813 111441
"1424" "Niedersachsen" 2022 "f" 90 15584 59285.5
"1425" "Niedersachsen" 2022 "m" 0 147 38012.5
"1426" "Niedersachsen" 2022 "m" 1 132 750649
"1427" "Niedersachsen" 2022 "m" 20 269 485233.5
"1428" "Niedersachsen" 2022 "m" 30 186 261162.5
"1429" "Niedersachsen" 2022 "m" 35 263 244941.5
"1430" "Niedersachsen" 2022 "m" 40 414 234847.5
"1431" "Niedersachsen" 2022 "m" 45 597 229598.5
"1432" "Niedersachsen" 2022 "m" 50 1270 301233.5
"1433" "Niedersachsen" 2022 "m" 55 2449 337933
"1434" "Niedersachsen" 2022 "m" 60 3600 292486.5
"1435" "Niedersachsen" 2022 "m" 65 4599 233478.5
"1436" "Niedersachsen" 2022 "m" 70 5815 199727
"1437" "Niedersachsen" 2022 "m" 75 6713 142188
"1438" "Niedersachsen" 2022 "m" 80 11165 143558
"1439" "Niedersachsen" 2022 "m" 85 9710 67888.5
"1440" "Niedersachsen" 2022 "m" 90 6893 23446.5
"1441" "NordrheinWestfalen" 2018 "f" 0 295 83430.5
"1442" "NordrheinWestfalen" 2018 "f" 1 169 1549989
"1443" "NordrheinWestfalen" 2018 "f" 20 210 1062658
"1444" "NordrheinWestfalen" 2018 "f" 30 194 547850
"1445" "NordrheinWestfalen" 2018 "f" 35 321 542728.5
"1446" "NordrheinWestfalen" 2018 "f" 40 447 520465.5
"1447" "NordrheinWestfalen" 2018 "f" 45 953 632780
"1448" "NordrheinWestfalen" 2018 "f" 50 1856 758030
"1449" "NordrheinWestfalen" 2018 "f" 55 3047 704340
"1450" "NordrheinWestfalen" 2018 "f" 60 4309 599258
"1451" "NordrheinWestfalen" 2018 "f" 65 5602 522812
"1452" "NordrheinWestfalen" 2018 "f" 70 6995 408760.5
"1453" "NordrheinWestfalen" 2018 "f" 75 13113 477815
"1454" "NordrheinWestfalen" 2018 "f" 80 19265 381068.5
"1455" "NordrheinWestfalen" 2018 "f" 85 22411 210565
"1456" "NordrheinWestfalen" 2018 "f" 90 29256 126737
"1457" "NordrheinWestfalen" 2018 "m" 0 359 88360.5
"1458" "NordrheinWestfalen" 2018 "m" 1 286 1656516.5
"1459" "NordrheinWestfalen" 2018 "m" 20 499 1146779.5
"1460" "NordrheinWestfalen" 2018 "m" 30 313 566491
"1461" "NordrheinWestfalen" 2018 "m" 35 525 540050
"1462" "NordrheinWestfalen" 2018 "m" 40 815 511146.5
"1463" "NordrheinWestfalen" 2018 "m" 45 1559 628397.5
"1464" "NordrheinWestfalen" 2018 "m" 50 3218 765191.5
"1465" "NordrheinWestfalen" 2018 "m" 55 5159 696465.5
"1466" "NordrheinWestfalen" 2018 "m" 60 7027 570589
"1467" "NordrheinWestfalen" 2018 "m" 65 8934 470972
"1468" "NordrheinWestfalen" 2018 "m" 70 10078 351390.5
"1469" "NordrheinWestfalen" 2018 "m" 75 16844 377716
"1470" "NordrheinWestfalen" 2018 "m" 80 19702 264270
"1471" "NordrheinWestfalen" 2018 "m" 85 16289 115928.5
"1472" "NordrheinWestfalen" 2018 "m" 90 11090 42840.5
"1473" "NordrheinWestfalen" 2019 "f" 0 288 83081.5
"1474" "NordrheinWestfalen" 2019 "f" 1 162 1553263
"1475" "NordrheinWestfalen" 2019 "f" 20 220 1055517.5
"1476" "NordrheinWestfalen" 2019 "f" 30 190 557409.5
"1477" "NordrheinWestfalen" 2019 "f" 35 321 547279.5
"1478" "NordrheinWestfalen" 2019 "f" 40 433 522470
"1479" "NordrheinWestfalen" 2019 "f" 45 840 594280
"1480" "NordrheinWestfalen" 2019 "f" 50 1805 747881
"1481" "NordrheinWestfalen" 2019 "f" 55 2985 720749
"1482" "NordrheinWestfalen" 2019 "f" 60 4171 613979
"1483" "NordrheinWestfalen" 2019 "f" 65 5732 530737
"1484" "NordrheinWestfalen" 2019 "f" 70 6780 414306
"1485" "NordrheinWestfalen" 2019 "f" 75 12116 453374
"1486" "NordrheinWestfalen" 2019 "f" 80 19512 401414
"1487" "NordrheinWestfalen" 2019 "f" 85 21048 212520
"1488" "NordrheinWestfalen" 2019 "f" 90 28241 129372.5
"1489" "NordrheinWestfalen" 2019 "m" 0 342 87703
"1490" "NordrheinWestfalen" 2019 "m" 1 262 1656651
"1491" "NordrheinWestfalen" 2019 "m" 20 452 1139956
