"PopName" "Year" "Sex" "AgeGroup" "Deaths"
"584" "Bremen" 2021 "f" 50 63
"585" "Bremen" 2021 "f" 55 138
"586" "Bremen" 2021 "f" 60 156
"587" "Bremen" 2021 "f" 65 241
"588" "Bremen" 2021 "f" 70 305
"589" "Bremen" 2021 "f" 75 444
"590" "Bremen" 2021 "f" 80 740
"591" "Bremen" 2021 "f" 85 744
"592" "Bremen" 2021 "f" 90 1049
"593" "Bremen" 2021 "m" 0 10
"594" "Bremen" 2021 "m" 1 7
"595" "Bremen" 2021 "m" 20 22
"596" "Bremen" 2021 "m" 30 17
"597" "Bremen" 2021 "m" 35 36
"598" "Bremen" 2021 "m" 40 40
"599" "Bremen" 2021 "m" 45 76
"600" "Bremen" 2021 "m" 50 135
"601" "Bremen" 2021 "m" 55 246
"602" "Bremen" 2021 "m" 60 309
"603" "Bremen" 2021 "m" 65 370
"604" "Bremen" 2021 "m" 70 472
"605" "Bremen" 2021 "m" 75 572
"606" "Bremen" 2021 "m" 80 829
"607" "Bremen" 2021 "m" 85 597
"608" "Bremen" 2021 "m" 90 467
"609" "Bremen" 2022 "f" 0 18
"610" "Bremen" 2022 "f" 1 9
"611" "Bremen" 2022 "f" 20 9
"612" "Bremen" 2022 "f" 30 12
"613" "Bremen" 2022 "f" 35 16
"614" "Bremen" 2022 "f" 40 16
"615" "Bremen" 2022 "f" 45 30
"616" "Bremen" 2022 "f" 50 66
"617" "Bremen" 2022 "f" 55 117
"618" "Bremen" 2022 "f" 60 213
"619" "Bremen" 2022 "f" 65 259
"620" "Bremen" 2022 "f" 70 347
"621" "Bremen" 2022 "f" 75 434
"622" "Bremen" 2022 "f" 80 852
"623" "Bremen" 2022 "f" 85 894
"624" "Bremen" 2022 "f" 90 1178
"625" "Bremen" 2022 "m" 0 16
"626" "Bremen" 2022 "m" 1 11
"627" "Bremen" 2022 "m" 20 31
"628" "Bremen" 2022 "m" 30 20
"629" "Bremen" 2022 "m" 35 34
"630" "Bremen" 2022 "m" 40 36
"631" "Bremen" 2022 "m" 45 67
"632" "Bremen" 2022 "m" 50 147
"633" "Bremen" 2022 "m" 55 254
"634" "Bremen" 2022 "m" 60 342
"635" "Bremen" 2022 "m" 65 377
"636" "Bremen" 2022 "m" 70 485
"637" "Bremen" 2022 "m" 75 590
"638" "Bremen" 2022 "m" 80 837
"639" "Bremen" 2022 "m" 85 664
"640" "Bremen" 2022 "m" 90 512
"641" "NordrheinWestfalen" 2018 "f" 0 295
"642" "NordrheinWestfalen" 2018 "f" 1 169
"643" "NordrheinWestfalen" 2018 "f" 20 210
"644" "NordrheinWestfalen" 2018 "f" 30 194
"645" "NordrheinWestfalen" 2018 "f" 35 321
"646" "NordrheinWestfalen" 2018 "f" 40 447
"647" "NordrheinWestfalen" 2018 "f" 45 953
"648" "NordrheinWestfalen" 2018 "f" 50 1856
"649" "NordrheinWestfalen" 2018 "f" 55 3047
"650" "NordrheinWestfalen" 2018 "f" 60 4309
"651" "NordrheinWestfalen" 2018 "f" 65 5602
"652" "NordrheinWestfalen" 2018 "f" 70 6995
"653" "NordrheinWestfalen" 2018 "f" 75 13113
"654" "NordrheinWestfalen" 2018 "f" 80 19265
"655" "NordrheinWestfalen" 2018 "f" 85 22411
"656" "NordrheinWestfalen" 2018 "f" 90 29256
"657" "NordrheinWestfalen" 2018 "m" 0 359
"658" "NordrheinWestfalen" 2018 "m" 1 286
"659" "NordrheinWestfalen" 2018 "m" 20 499
"660" "NordrheinWestfalen" 2018 "m" 30 313
"661" "NordrheinWestfalen" 2018 "m" 35 525
"662" "NordrheinWestfalen" 2018 "m" 40 815
"663" "NordrheinWestfalen" 2018 "m" 45 1559
"664" "NordrheinWestfalen" 2018 "m" 50 3218
"665" "NordrheinWestfalen" 2018 "m" 55 5159
"666" "NordrheinWestfalen" 2018 "m" 60 7027
"667" "NordrheinWestfalen" 2018 "m" 65 8934
"668" "NordrheinWestfalen" 2018 "m" 70 10078
"669" "NordrheinWestfalen" 2018 "m" 75 16844
"670" "NordrheinWestfalen" 2018 "m" 80 19702
"671" "NordrheinWestfalen" 2018 "m" 85 16289
"672" "NordrheinWestfalen" 2018 "m" 90 11090
"673" "NordrheinWestfalen" 2019 "f" 0 288
"674" "NordrheinWestfalen" 2019 "f" 1 162
"675" "NordrheinWestfalen" 2019 "f" 20 220
"676" "NordrheinWestfalen" 2019 "f" 30 190
"677" "NordrheinWestfalen" 2019 "f" 35 321
"678" "NordrheinWestfalen" 2019 "f" 40 433
"679" "NordrheinWestfalen" 2019 "f" 45 840
"680" "NordrheinWestfalen" 2019 "f" 50 1805
"681" "NordrheinWestfalen" 2019 "f" 55 2985
"682" "NordrheinWestfalen" 2019 "f" 60 4171
"683" "NordrheinWestfalen" 2019 "f" 65 5732
"684" "NordrheinWestfalen" 2019 "f" 70 6780
"685" "NordrheinWestfalen" 2019 "f" 75 12116
"686" "NordrheinWestfalen" 2019 "f" 80 19512
"687" "NordrheinWestfalen" 2019 "f" 85 21048
"688" "NordrheinWestfalen" 2019 "f" 90 28241
"689" "NordrheinWestfalen" 2019 "m" 0 342
"690" "NordrheinWestfalen" 2019 "m" 1 262
"691" "NordrheinWestfalen" 2019 "m" 20 452
"692" "NordrheinWestfalen" 2019 "m" 30 345
"693" "NordrheinWestfalen" 2019 "m" 35 529
"694" "NordrheinWestfalen" 2019 "m" 40 797
"695" "NordrheinWestfalen" 2019 "m" 45 1464
"696" "NordrheinWestfalen" 2019 "m" 50 3006
"697" "NordrheinWestfalen" 2019 "m" 55 4910
"698" "NordrheinWestfalen" 2019 "m" 60 7121
"699" "NordrheinWestfalen" 2019 "m" 65 8934
"700" "NordrheinWestfalen" 2019 "m" 70 9844
"701" "NordrheinWestfalen" 2019 "m" 75 15835
"702" "NordrheinWestfalen" 2019 "m" 80 20191
"703" "NordrheinWestfalen" 2019 "m" 85 16027
"704" "NordrheinWestfalen" 2019 "m" 90 11576
"705" "NordrheinWestfalen" 2020 "f" 0 273
"706" "NordrheinWestfalen" 2020 "f" 1 145
"707" "NordrheinWestfalen" 2020 "f" 20 211
"708" "NordrheinWestfalen" 2020 "f" 30 203
"709" "NordrheinWestfalen" 2020 "f" 35 300
"710" "NordrheinWestfalen" 2020 "f" 40 478
"711" "NordrheinWestfalen" 2020 "f" 45 820
"712" "NordrheinWestfalen" 2020 "f" 50 1759
"713" "NordrheinWestfalen" 2020 "f" 55 2982
"714" "NordrheinWestfalen" 2020 "f" 60 4347
"715" "NordrheinWestfalen" 2020 "f" 65 5789
"716" "NordrheinWestfalen" 2020 "f" 70 7255
"717" "NordrheinWestfalen" 2020 "f" 75 11476
"718" "NordrheinWestfalen" 2020 "f" 80 20306
"719" "NordrheinWestfalen" 2020 "f" 85 22050
"720" "NordrheinWestfalen" 2020 "f" 90 29959
"721" "NordrheinWestfalen" 2020 "m" 0 303
"722" "NordrheinWestfalen" 2020 "m" 1 213
"723" "NordrheinWestfalen" 2020 "m" 20 467
"724" "NordrheinWestfalen" 2020 "m" 30 363
"725" "NordrheinWestfalen" 2020 "m" 35 567
"726" "NordrheinWestfalen" 2020 "m" 40 838
"727" "NordrheinWestfalen" 2020 "m" 45 1346
"728" "NordrheinWestfalen" 2020 "m" 50 2994
"729" "NordrheinWestfalen" 2020 "m" 55 5122
"730" "NordrheinWestfalen" 2020 "m" 60 7214
"731" "NordrheinWestfalen" 2020 "m" 65 9315
"732" "NordrheinWestfalen" 2020 "m" 70 10442
"733" "NordrheinWestfalen" 2020 "m" 75 14974
"734" "NordrheinWestfalen" 2020 "m" 80 21593
"735" "NordrheinWestfalen" 2020 "m" 85 17368
"736" "NordrheinWestfalen" 2020 "m" 90 12841
"737" "NordrheinWestfalen" 2021 "f" 0 267
"738" "NordrheinWestfalen" 2021 "f" 1 177
"739" "NordrheinWestfalen" 2021 "f" 20 212
"740" "NordrheinWestfalen" 2021 "f" 30 207
"741" "NordrheinWestfalen" 2021 "f" 35 298
"742" "NordrheinWestfalen" 2021 "f" 40 454
"743" "NordrheinWestfalen" 2021 "f" 45 781
"744" "NordrheinWestfalen" 2021 "f" 50 1766
"745" "NordrheinWestfalen" 2021 "f" 55 3056
"746" "NordrheinWestfalen" 2021 "f" 60 4543
"747" "NordrheinWestfalen" 2021 "f" 65 6211
"748" "NordrheinWestfalen" 2021 "f" 70 8045
"749" "NordrheinWestfalen" 2021 "f" 75 10987
"750" "NordrheinWestfalen" 2021 "f" 80 20795
"751" "NordrheinWestfalen" 2021 "f" 85 22888
"752" "NordrheinWestfalen" 2021 "f" 90 30099
"753" "NordrheinWestfalen" 2021 "m" 0 314
"754" "NordrheinWestfalen" 2021 "m" 1 250
"755" "NordrheinWestfalen" 2021 "m" 20 429
"756" "NordrheinWestfalen" 2021 "m" 30 364
"757" "NordrheinWestfalen" 2021 "m" 35 533
"758" "NordrheinWestfalen" 2021 "m" 40 901
"759" "NordrheinWestfalen" 2021 "m" 45 1454
"760" "NordrheinWestfalen" 2021 "m" 50 3016
"761" "NordrheinWestfalen" 2021 "m" 55 5374
"762" "NordrheinWestfalen" 2021 "m" 60 7749
"763" "NordrheinWestfalen" 2021 "m" 65 9792
"764" "NordrheinWestfalen" 2021 "m" 70 11612
"765" "NordrheinWestfalen" 2021 "m" 75 13822
"766" "NordrheinWestfalen" 2021 "m" 80 21848
"767" "NordrheinWestfalen" 2021 "m" 85 18233
"768" "NordrheinWestfalen" 2021 "m" 90 13558
"769" "NordrheinWestfalen" 2022 "f" 0 265
"770" "NordrheinWestfalen" 2022 "f" 1 201
"771" "NordrheinWestfalen" 2022 "f" 20 201
"772" "NordrheinWestfalen" 2022 "f" 30 202
"773" "NordrheinWestfalen" 2022 "f" 35 296
"774" "NordrheinWestfalen" 2022 "f" 40 535
"775" "NordrheinWestfalen" 2022 "f" 45 796
"776" "NordrheinWestfalen" 2022 "f" 50 1645
"777" "NordrheinWestfalen" 2022 "f" 55 2981
"778" "NordrheinWestfalen" 2022 "f" 60 4724
"779" "NordrheinWestfalen" 2022 "f" 65 6560
"780" "NordrheinWestfalen" 2022 "f" 70 8464
"781" "NordrheinWestfalen" 2022 "f" 75 11038
"782" "NordrheinWestfalen" 2022 "f" 80 21978
"783" "NordrheinWestfalen" 2022 "f" 85 26063
"784" "NordrheinWestfalen" 2022 "f" 90 32843
"785" "NordrheinWestfalen" 2022 "m" 0 292
"786" "NordrheinWestfalen" 2022 "m" 1 262
"787" "NordrheinWestfalen" 2022 "m" 20 470
"788" "NordrheinWestfalen" 2022 "m" 30 414
"789" "NordrheinWestfalen" 2022 "m" 35 626
"790" "NordrheinWestfalen" 2022 "m" 40 930
"791" "NordrheinWestfalen" 2022 "m" 45 1338
"792" "NordrheinWestfalen" 2022 "m" 50 2897
"793" "NordrheinWestfalen" 2022 "m" 55 5170
"794" "NordrheinWestfalen" 2022 "m" 60 7875
"795" "NordrheinWestfalen" 2022 "m" 65 10061
"796" "NordrheinWestfalen" 2022 "m" 70 12435
"797" "NordrheinWestfalen" 2022 "m" 75 13715
"798" "NordrheinWestfalen" 2022 "m" 80 23007
"799" "NordrheinWestfalen" 2022 "m" 85 20617
"800" "NordrheinWestfalen" 2022 "m" 90 15275
"801" "Hessen" 2018 "f" 0 83
"802" "Hessen" 2018 "f" 1 59
"803" "Hessen" 2018 "f" 20 67
"804" "Hessen" 2018 "f" 30 60
"805" "Hessen" 2018 "f" 35 120
"806" "Hessen" 2018 "f" 40 158
"807" "Hessen" 2018 "f" 45 307
"808" "Hessen" 2018 "f" 50 591
"809" "Hessen" 2018 "f" 55 872
"810" "Hessen" 2018 "f" 60 1224
"811" "Hessen" 2018 "f" 65 1683
"812" "Hessen" 2018 "f" 70 2171
"813" "Hessen" 2018 "f" 75 3980
"814" "Hessen" 2018 "f" 80 5934
"815" "Hessen" 2018 "f" 85 6970
"816" "Hessen" 2018 "f" 90 9795
"817" "Hessen" 2018 "m" 0 105
"818" "Hessen" 2018 "m" 1 96
"819" "Hessen" 2018 "m" 20 160
"820" "Hessen" 2018 "m" 30 119
"821" "Hessen" 2018 "m" 35 163
"822" "Hessen" 2018 "m" 40 250
"823" "Hessen" 2018 "m" 45 484
"824" "Hessen" 2018 "m" 50 997
"825" "Hessen" 2018 "m" 55 1510
"826" "Hessen" 2018 "m" 60 2111
"827" "Hessen" 2018 "m" 65 2840
"828" "Hessen" 2018 "m" 70 3265
"829" "Hessen" 2018 "m" 75 5373
"830" "Hessen" 2018 "m" 80 6339
"831" "Hessen" 2018 "m" 85 5292
"832" "Hessen" 2018 "m" 90 3989
"833" "Hessen" 2019 "f" 0 92
"834" "Hessen" 2019 "f" 1 55
"835" "Hessen" 2019 "f" 20 65
"836" "Hessen" 2019 "f" 30 64
"837" "Hessen" 2019 "f" 35 81
"838" "Hessen" 2019 "f" 40 156
"839" "Hessen" 2019 "f" 45 259
"840" "Hessen" 2019 "f" 50 584
"841" "Hessen" 2019 "f" 55 833
"842" "Hessen" 2019 "f" 60 1202
"843" "Hessen" 2019 "f" 65 1743
"844" "Hessen" 2019 "f" 70 2185
"845" "Hessen" 2019 "f" 75 3804
"846" "Hessen" 2019 "f" 80 6200
"847" "Hessen" 2019 "f" 85 6711
"848" "Hessen" 2019 "f" 90 9610
"849" "Hessen" 2019 "m" 0 93
"850" "Hessen" 2019 "m" 1 63
"851" "Hessen" 2019 "m" 20 162
"852" "Hessen" 2019 "m" 30 109
"853" "Hessen" 2019 "m" 35 174
"854" "Hessen" 2019 "m" 40 250
"855" "Hessen" 2019 "m" 45 467
"856" "Hessen" 2019 "m" 50 996
"857" "Hessen" 2019 "m" 55 1461
"858" "Hessen" 2019 "m" 60 2140
"859" "Hessen" 2019 "m" 65 2770
"860" "Hessen" 2019 "m" 70 3205
"861" "Hessen" 2019 "m" 75 5233
"862" "Hessen" 2019 "m" 80 6542
"863" "Hessen" 2019 "m" 85 5196
"864" "Hessen" 2019 "m" 90 4164
"865" "Hessen" 2020 "f" 0 72
"866" "Hessen" 2020 "f" 1 57
"867" "Hessen" 2020 "f" 20 74
"868" "Hessen" 2020 "f" 30 58
"869" "Hessen" 2020 "f" 35 106
"870" "Hessen" 2020 "f" 40 151
"871" "Hessen" 2020 "f" 45 276
"872" "Hessen" 2020 "f" 50 512
"873" "Hessen" 2020 "f" 55 868
"874" "Hessen" 2020 "f" 60 1268
"875" "Hessen" 2020 "f" 65 1669
"876" "Hessen" 2020 "f" 70 2361
"877" "Hessen" 2020 "f" 75 3724
"878" "Hessen" 2020 "f" 80 6373
"879" "Hessen" 2020 "f" 85 7180
"880" "Hessen" 2020 "f" 90 10306
"881" "Hessen" 2020 "m" 0 88
"882" "Hessen" 2020 "m" 1 88
"883" "Hessen" 2020 "m" 20 164
"884" "Hessen" 2020 "m" 30 125
"885" "Hessen" 2020 "m" 35 152
"886" "Hessen" 2020 "m" 40 273
"887" "Hessen" 2020 "m" 45 406
"888" "Hessen" 2020 "m" 50 973
"889" "Hessen" 2020 "m" 55 1644
"890" "Hessen" 2020 "m" 60 2207
"891" "Hessen" 2020 "m" 65 2821
"892" "Hessen" 2020 "m" 70 3524
"893" "Hessen" 2020 "m" 75 4952
"894" "Hessen" 2020 "m" 80 7176
"895" "Hessen" 2020 "m" 85 5789
"896" "Hessen" 2020 "m" 90 4614
"897" "Hessen" 2021 "f" 0 74
"898" "Hessen" 2021 "f" 1 72
"899" "Hessen" 2021 "f" 20 72
"900" "Hessen" 2021 "f" 30 61
"901" "Hessen" 2021 "f" 35 92
"902" "Hessen" 2021 "f" 40 146
"903" "Hessen" 2021 "f" 45 222
"904" "Hessen" 2021 "f" 50 508
"905" "Hessen" 2021 "f" 55 902
"906" "Hessen" 2021 "f" 60 1311
"907" "Hessen" 2021 "f" 65 1877
"908" "Hessen" 2021 "f" 70 2593
"909" "Hessen" 2021 "f" 75 3553
"910" "Hessen" 2021 "f" 80 6852
"911" "Hessen" 2021 "f" 85 7341
"912" "Hessen" 2021 "f" 90 10166
"913" "Hessen" 2021 "m" 0 103
"914" "Hessen" 2021 "m" 1 98
"915" "Hessen" 2021 "m" 20 175
"916" "Hessen" 2021 "m" 30 120
"917" "Hessen" 2021 "m" 35 173
"918" "Hessen" 2021 "m" 40 277
"919" "Hessen" 2021 "m" 45 448
"920" "Hessen" 2021 "m" 50 950
"921" "Hessen" 2021 "m" 55 1667
"922" "Hessen" 2021 "m" 60 2420
"923" "Hessen" 2021 "m" 65 3030
"924" "Hessen" 2021 "m" 70 3925
"925" "Hessen" 2021 "m" 75 4702
"926" "Hessen" 2021 "m" 80 7482
"927" "Hessen" 2021 "m" 85 6148
"928" "Hessen" 2021 "m" 90 4717
"929" "Hessen" 2022 "f" 0 79
"930" "Hessen" 2022 "f" 1 76
"931" "Hessen" 2022 "f" 20 83
"932" "Hessen" 2022 "f" 30 70
"933" "Hessen" 2022 "f" 35 121
"934" "Hessen" 2022 "f" 40 191
"935" "Hessen" 2022 "f" 45 230
"936" "Hessen" 2022 "f" 50 502
"937" "Hessen" 2022 "f" 55 916
"938" "Hessen" 2022 "f" 60 1362
"939" "Hessen" 2022 "f" 65 1896
"940" "Hessen" 2022 "f" 70 2688
"941" "Hessen" 2022 "f" 75 3499
"942" "Hessen" 2022 "f" 80 7011
"943" "Hessen" 2022 "f" 85 8125
"944" "Hessen" 2022 "f" 90 11056
"945" "Hessen" 2022 "m" 0 117
"946" "Hessen" 2022 "m" 1 115
"947" "Hessen" 2022 "m" 20 165
"948" "Hessen" 2022 "m" 30 128
"949" "Hessen" 2022 "m" 35 210
"950" "Hessen" 2022 "m" 40 296
"951" "Hessen" 2022 "m" 45 434
"952" "Hessen" 2022 "m" 50 842
"953" "Hessen" 2022 "m" 55 1617
"954" "Hessen" 2022 "m" 60 2396
"955" "Hessen" 2022 "m" 65 3044
"956" "Hessen" 2022 "m" 70 4095
"957" "Hessen" 2022 "m" 75 4585
"958" "Hessen" 2022 "m" 80 7527
"959" "Hessen" 2022 "m" 85 6710
"960" "Hessen" 2022 "m" 90 5177
"961" "RheinlandPfalz" 2018 "f" 0 57
"962" "RheinlandPfalz" 2018 "f" 1 43
"963" "RheinlandPfalz" 2018 "f" 20 40
"964" "RheinlandPfalz" 2018 "f" 30 46
"965" "RheinlandPfalz" 2018 "f" 35 60
"966" "RheinlandPfalz" 2018 "f" 40 85
"967" "RheinlandPfalz" 2018 "f" 45 193
"968" "RheinlandPfalz" 2018 "f" 50 386
"969" "RheinlandPfalz" 2018 "f" 55 765
"970" "RheinlandPfalz" 2018 "f" 60 922
"971" "RheinlandPfalz" 2018 "f" 65 1272
"972" "RheinlandPfalz" 2018 "f" 70 1433
"973" "RheinlandPfalz" 2018 "f" 75 2846
"974" "RheinlandPfalz" 2018 "f" 80 4279
"975" "RheinlandPfalz" 2018 "f" 85 4969
"976" "RheinlandPfalz" 2018 "f" 90 6986
"977" "RheinlandPfalz" 2018 "m" 0 71
"978" "RheinlandPfalz" 2018 "m" 1 68
"979" "RheinlandPfalz" 2018 "m" 20 112
"980" "RheinlandPfalz" 2018 "m" 30 84
"981" "RheinlandPfalz" 2018 "m" 35 106
"982" "RheinlandPfalz" 2018 "m" 40 187
"983" "RheinlandPfalz" 2018 "m" 45 317
"984" "RheinlandPfalz" 2018 "m" 50 696
"985" "RheinlandPfalz" 2018 "m" 55 1203
"986" "RheinlandPfalz" 2018 "m" 60 1646
"987" "RheinlandPfalz" 2018 "m" 65 2144
"988" "RheinlandPfalz" 2018 "m" 70 2152
"989" "RheinlandPfalz" 2018 "m" 75 3831
"990" "RheinlandPfalz" 2018 "m" 80 4724
"991" "RheinlandPfalz" 2018 "m" 85 3905
"992" "RheinlandPfalz" 2018 "m" 90 2671
"993" "RheinlandPfalz" 2019 "f" 0 45
"994" "RheinlandPfalz" 2019 "f" 1 38
"995" "RheinlandPfalz" 2019 "f" 20 51
"996" "RheinlandPfalz" 2019 "f" 30 51
"997" "RheinlandPfalz" 2019 "f" 35 70
"998" "RheinlandPfalz" 2019 "f" 40 87
"999" "RheinlandPfalz" 2019 "f" 45 198
"1000" "RheinlandPfalz" 2019 "f" 50 377
"1001" "RheinlandPfalz" 2019 "f" 55 703
"1002" "RheinlandPfalz" 2019 "f" 60 940
"1003" "RheinlandPfalz" 2019 "f" 65 1319
"1004" "RheinlandPfalz" 2019 "f" 70 1421
"1005" "RheinlandPfalz" 2019 "f" 75 2711
"1006" "RheinlandPfalz" 2019 "f" 80 4560
"1007" "RheinlandPfalz" 2019 "f" 85 4885
"1008" "RheinlandPfalz" 2019 "f" 90 6805
"1009" "RheinlandPfalz" 2019 "m" 0 68
"1010" "RheinlandPfalz" 2019 "m" 1 62
"1011" "RheinlandPfalz" 2019 "m" 20 91
"1012" "RheinlandPfalz" 2019 "m" 30 76
"1013" "RheinlandPfalz" 2019 "m" 35 126
"1014" "RheinlandPfalz" 2019 "m" 40 151
"1015" "RheinlandPfalz" 2019 "m" 45 306
"1016" "RheinlandPfalz" 2019 "m" 50 607
"1017" "RheinlandPfalz" 2019 "m" 55 1113
"1018" "RheinlandPfalz" 2019 "m" 60 1547
"1019" "RheinlandPfalz" 2019 "m" 65 2186
"1020" "RheinlandPfalz" 2019 "m" 70 2268
"1021" "RheinlandPfalz" 2019 "m" 75 3522
"1022" "RheinlandPfalz" 2019 "m" 80 4669
"1023" "RheinlandPfalz" 2019 "m" 85 3710
"1024" "RheinlandPfalz" 2019 "m" 90 2856
"1025" "RheinlandPfalz" 2020 "f" 0 57
"1026" "RheinlandPfalz" 2020 "f" 1 40
"1027" "RheinlandPfalz" 2020 "f" 20 53
"1028" "RheinlandPfalz" 2020 "f" 30 45
"1029" "RheinlandPfalz" 2020 "f" 35 63
"1030" "RheinlandPfalz" 2020 "f" 40 98
"1031" "RheinlandPfalz" 2020 "f" 45 186
"1032" "RheinlandPfalz" 2020 "f" 50 373
"1033" "RheinlandPfalz" 2020 "f" 55 696
"1034" "RheinlandPfalz" 2020 "f" 60 970
"1035" "RheinlandPfalz" 2020 "f" 65 1315
"1036" "RheinlandPfalz" 2020 "f" 70 1499
"1037" "RheinlandPfalz" 2020 "f" 75 2529
"1038" "RheinlandPfalz" 2020 "f" 80 4578
"1039" "RheinlandPfalz" 2020 "f" 85 5176
"1040" "RheinlandPfalz" 2020 "f" 90 7090
"1041" "RheinlandPfalz" 2020 "m" 0 73
"1042" "RheinlandPfalz" 2020 "m" 1 54
"1043" "RheinlandPfalz" 2020 "m" 20 108
"1044" "RheinlandPfalz" 2020 "m" 30 74
"1045" "RheinlandPfalz" 2020 "m" 35 107
"1046" "RheinlandPfalz" 2020 "m" 40 161
"1047" "RheinlandPfalz" 2020 "m" 45 276
"1048" "RheinlandPfalz" 2020 "m" 50 671
"1049" "RheinlandPfalz" 2020 "m" 55 1161
"1050" "RheinlandPfalz" 2020 "m" 60 1631
"1051" "RheinlandPfalz" 2020 "m" 65 2184
"1052" "RheinlandPfalz" 2020 "m" 70 2498
"1053" "RheinlandPfalz" 2020 "m" 75 3282
"1054" "RheinlandPfalz" 2020 "m" 80 4911
"1055" "RheinlandPfalz" 2020 "m" 85 4081
"1056" "RheinlandPfalz" 2020 "m" 90 3129
"1057" "RheinlandPfalz" 2021 "f" 0 50
"1058" "RheinlandPfalz" 2021 "f" 1 35
"1059" "RheinlandPfalz" 2021 "f" 20 39
"1060" "RheinlandPfalz" 2021 "f" 30 43
"1061" "RheinlandPfalz" 2021 "f" 35 48
"1062" "RheinlandPfalz" 2021 "f" 40 122
"1063" "RheinlandPfalz" 2021 "f" 45 200
"1064" "RheinlandPfalz" 2021 "f" 50 361
"1065" "RheinlandPfalz" 2021 "f" 55 635
"1066" "RheinlandPfalz" 2021 "f" 60 1009
"1067" "RheinlandPfalz" 2021 "f" 65 1339
"1068" "RheinlandPfalz" 2021 "f" 70 1692
"1069" "RheinlandPfalz" 2021 "f" 75 2248
"1070" "RheinlandPfalz" 2021 "f" 80 4804
"1071" "RheinlandPfalz" 2021 "f" 85 5405
"1072" "RheinlandPfalz" 2021 "f" 90 7211
"1073" "RheinlandPfalz" 2021 "m" 0 65
"1074" "RheinlandPfalz" 2021 "m" 1 67
"1075" "RheinlandPfalz" 2021 "m" 20 114
"1076" "RheinlandPfalz" 2021 "m" 30 83
"1077" "RheinlandPfalz" 2021 "m" 35 137
"1078" "RheinlandPfalz" 2021 "m" 40 182
"1079" "RheinlandPfalz" 2021 "m" 45 306
"1080" "RheinlandPfalz" 2021 "m" 50 635
"1081" "RheinlandPfalz" 2021 "m" 55 1240
"1082" "RheinlandPfalz" 2021 "m" 60 1820
"1083" "RheinlandPfalz" 2021 "m" 65 2301
"1084" "RheinlandPfalz" 2021 "m" 70 2732
"1085" "RheinlandPfalz" 2021 "m" 75 2996
"1086" "RheinlandPfalz" 2021 "m" 80 5110
"1087" "RheinlandPfalz" 2021 "m" 85 4273
"1088" "RheinlandPfalz" 2021 "m" 90 3267
"1089" "RheinlandPfalz" 2022 "f" 0 56
"1090" "RheinlandPfalz" 2022 "f" 1 38
"1091" "RheinlandPfalz" 2022 "f" 20 38
"1092" "RheinlandPfalz" 2022 "f" 30 46
"1093" "RheinlandPfalz" 2022 "f" 35 77
"1094" "RheinlandPfalz" 2022 "f" 40 115
"1095" "RheinlandPfalz" 2022 "f" 45 165
"1096" "RheinlandPfalz" 2022 "f" 50 355
"1097" "RheinlandPfalz" 2022 "f" 55 646
"1098" "RheinlandPfalz" 2022 "f" 60 1053
"1099" "RheinlandPfalz" 2022 "f" 65 1423
"1100" "RheinlandPfalz" 2022 "f" 70 1980
"1101" "RheinlandPfalz" 2022 "f" 75 2316
"1102" "RheinlandPfalz" 2022 "f" 80 4875
"1103" "RheinlandPfalz" 2022 "f" 85 6076
"1104" "RheinlandPfalz" 2022 "f" 90 7710
"1105" "RheinlandPfalz" 2022 "m" 0 71
"1106" "RheinlandPfalz" 2022 "m" 1 40
"1107" "RheinlandPfalz" 2022 "m" 20 109
"1108" "RheinlandPfalz" 2022 "m" 30 82
"1109" "RheinlandPfalz" 2022 "m" 35 120
"1110" "RheinlandPfalz" 2022 "m" 40 191
"1111" "RheinlandPfalz" 2022 "m" 45 311
"1112" "RheinlandPfalz" 2022 "m" 50 591
"1113" "RheinlandPfalz" 2022 "m" 55 1162
"1114" "RheinlandPfalz" 2022 "m" 60 1806
"1115" "RheinlandPfalz" 2022 "m" 65 2468
"1116" "RheinlandPfalz" 2022 "m" 70 3055
"1117" "RheinlandPfalz" 2022 "m" 75 3065
"1118" "RheinlandPfalz" 2022 "m" 80 5396
"1119" "RheinlandPfalz" 2022 "m" 85 4867
"1120" "RheinlandPfalz" 2022 "m" 90 3633
"1121" "BadenWuerttemberg" 2018 "f" 0 115
"1122" "BadenWuerttemberg" 2018 "f" 1 85
"1123" "BadenWuerttemberg" 2018 "f" 20 124
"1124" "BadenWuerttemberg" 2018 "f" 30 117
"1125" "BadenWuerttemberg" 2018 "f" 35 149
"1126" "BadenWuerttemberg" 2018 "f" 40 227
"1127" "BadenWuerttemberg" 2018 "f" 45 469
"1128" "BadenWuerttemberg" 2018 "f" 50 944
"1129" "BadenWuerttemberg" 2018 "f" 55 1379
"1130" "BadenWuerttemberg" 2018 "f" 60 1900
"1131" "BadenWuerttemberg" 2018 "f" 65 2613
"1132" "BadenWuerttemberg" 2018 "f" 70 3236
"1133" "BadenWuerttemberg" 2018 "f" 75 6557
"1134" "BadenWuerttemberg" 2018 "f" 80 9903
"1135" "BadenWuerttemberg" 2018 "f" 85 12103
"1136" "BadenWuerttemberg" 2018 "f" 90 16742
"1137" "BadenWuerttemberg" 2018 "m" 0 171
"1138" "BadenWuerttemberg" 2018 "m" 1 152
"1139" "BadenWuerttemberg" 2018 "m" 20 298
"1140" "BadenWuerttemberg" 2018 "m" 30 220
