"PopName" "Year" "Sex" "AgeGroup" "Deaths"
"1141" "BadenWuerttemberg" 2018 "m" 35 291
"1142" "BadenWuerttemberg" 2018 "m" 40 381
"1143" "BadenWuerttemberg" 2018 "m" 45 768
"1144" "BadenWuerttemberg" 2018 "m" 50 1554
"1145" "BadenWuerttemberg" 2018 "m" 55 2497
"1146" "BadenWuerttemberg" 2018 "m" 60 3392
"1147" "BadenWuerttemberg" 2018 "m" 65 4388
"1148" "BadenWuerttemberg" 2018 "m" 70 5051
"1149" "BadenWuerttemberg" 2018 "m" 75 8845
"1150" "BadenWuerttemberg" 2018 "m" 80 10553
"1151" "BadenWuerttemberg" 2018 "m" 85 9136
"1152" "BadenWuerttemberg" 2018 "m" 90 6774
"1153" "BadenWuerttemberg" 2019 "f" 0 139
"1154" "BadenWuerttemberg" 2019 "f" 1 96
"1155" "BadenWuerttemberg" 2019 "f" 20 115
"1156" "BadenWuerttemberg" 2019 "f" 30 105
"1157" "BadenWuerttemberg" 2019 "f" 35 174
"1158" "BadenWuerttemberg" 2019 "f" 40 214
"1159" "BadenWuerttemberg" 2019 "f" 45 437
"1160" "BadenWuerttemberg" 2019 "f" 50 872
"1161" "BadenWuerttemberg" 2019 "f" 55 1380
"1162" "BadenWuerttemberg" 2019 "f" 60 1839
"1163" "BadenWuerttemberg" 2019 "f" 65 2565
"1164" "BadenWuerttemberg" 2019 "f" 70 3303
"1165" "BadenWuerttemberg" 2019 "f" 75 6120
"1166" "BadenWuerttemberg" 2019 "f" 80 10234
"1167" "BadenWuerttemberg" 2019 "f" 85 11840
"1168" "BadenWuerttemberg" 2019 "f" 90 16790
"1169" "BadenWuerttemberg" 2019 "m" 0 193
"1170" "BadenWuerttemberg" 2019 "m" 1 169
"1171" "BadenWuerttemberg" 2019 "m" 20 328
"1172" "BadenWuerttemberg" 2019 "m" 30 226
"1173" "BadenWuerttemberg" 2019 "m" 35 280
"1174" "BadenWuerttemberg" 2019 "m" 40 417
"1175" "BadenWuerttemberg" 2019 "m" 45 693
"1176" "BadenWuerttemberg" 2019 "m" 50 1519
"1177" "BadenWuerttemberg" 2019 "m" 55 2459
"1178" "BadenWuerttemberg" 2019 "m" 60 3344
"1179" "BadenWuerttemberg" 2019 "m" 65 4389
"1180" "BadenWuerttemberg" 2019 "m" 70 5019
"1181" "BadenWuerttemberg" 2019 "m" 75 8532
"1182" "BadenWuerttemberg" 2019 "m" 80 11273
"1183" "BadenWuerttemberg" 2019 "m" 85 9329
"1184" "BadenWuerttemberg" 2019 "m" 90 7189
"1185" "BadenWuerttemberg" 2020 "f" 0 149
"1186" "BadenWuerttemberg" 2020 "f" 1 84
"1187" "BadenWuerttemberg" 2020 "f" 20 113
"1188" "BadenWuerttemberg" 2020 "f" 30 92
"1189" "BadenWuerttemberg" 2020 "f" 35 140
"1190" "BadenWuerttemberg" 2020 "f" 40 235
"1191" "BadenWuerttemberg" 2020 "f" 45 385
"1192" "BadenWuerttemberg" 2020 "f" 50 803
"1193" "BadenWuerttemberg" 2020 "f" 55 1297
"1194" "BadenWuerttemberg" 2020 "f" 60 1857
"1195" "BadenWuerttemberg" 2020 "f" 65 2548
"1196" "BadenWuerttemberg" 2020 "f" 70 3420
"1197" "BadenWuerttemberg" 2020 "f" 75 5974
"1198" "BadenWuerttemberg" 2020 "f" 80 10915
"1199" "BadenWuerttemberg" 2020 "f" 85 12569
"1200" "BadenWuerttemberg" 2020 "f" 90 17524
"1201" "BadenWuerttemberg" 2020 "m" 0 174
"1202" "BadenWuerttemberg" 2020 "m" 1 125
"1203" "BadenWuerttemberg" 2020 "m" 20 268
"1204" "BadenWuerttemberg" 2020 "m" 30 202
"1205" "BadenWuerttemberg" 2020 "m" 35 328
"1206" "BadenWuerttemberg" 2020 "m" 40 413
"1207" "BadenWuerttemberg" 2020 "m" 45 692
"1208" "BadenWuerttemberg" 2020 "m" 50 1443
"1209" "BadenWuerttemberg" 2020 "m" 55 2549
"1210" "BadenWuerttemberg" 2020 "m" 60 3539
"1211" "BadenWuerttemberg" 2020 "m" 65 4432
"1212" "BadenWuerttemberg" 2020 "m" 70 5400
"1213" "BadenWuerttemberg" 2020 "m" 75 7940
"1214" "BadenWuerttemberg" 2020 "m" 80 12072
"1215" "BadenWuerttemberg" 2020 "m" 85 10123
"1216" "BadenWuerttemberg" 2020 "m" 90 8201
"1217" "BadenWuerttemberg" 2021 "f" 0 154
"1218" "BadenWuerttemberg" 2021 "f" 1 83
"1219" "BadenWuerttemberg" 2021 "f" 20 104
"1220" "BadenWuerttemberg" 2021 "f" 30 109
"1221" "BadenWuerttemberg" 2021 "f" 35 145
"1222" "BadenWuerttemberg" 2021 "f" 40 235
"1223" "BadenWuerttemberg" 2021 "f" 45 376
"1224" "BadenWuerttemberg" 2021 "f" 50 815
"1225" "BadenWuerttemberg" 2021 "f" 55 1424
"1226" "BadenWuerttemberg" 2021 "f" 60 1943
"1227" "BadenWuerttemberg" 2021 "f" 65 2732
"1228" "BadenWuerttemberg" 2021 "f" 70 3802
"1229" "BadenWuerttemberg" 2021 "f" 75 5513
"1230" "BadenWuerttemberg" 2021 "f" 80 11072
"1231" "BadenWuerttemberg" 2021 "f" 85 12979
"1232" "BadenWuerttemberg" 2021 "f" 90 17611
"1233" "BadenWuerttemberg" 2021 "m" 0 180
"1234" "BadenWuerttemberg" 2021 "m" 1 138
"1235" "BadenWuerttemberg" 2021 "m" 20 268
"1236" "BadenWuerttemberg" 2021 "m" 30 206
"1237" "BadenWuerttemberg" 2021 "m" 35 290
"1238" "BadenWuerttemberg" 2021 "m" 40 435
"1239" "BadenWuerttemberg" 2021 "m" 45 711
"1240" "BadenWuerttemberg" 2021 "m" 50 1497
"1241" "BadenWuerttemberg" 2021 "m" 55 2695
"1242" "BadenWuerttemberg" 2021 "m" 60 3855
"1243" "BadenWuerttemberg" 2021 "m" 65 4743
"1244" "BadenWuerttemberg" 2021 "m" 70 5962
"1245" "BadenWuerttemberg" 2021 "m" 75 7347
"1246" "BadenWuerttemberg" 2021 "m" 80 12360
"1247" "BadenWuerttemberg" 2021 "m" 85 10684
"1248" "BadenWuerttemberg" 2021 "m" 90 8550
"1249" "BadenWuerttemberg" 2022 "f" 0 157
"1250" "BadenWuerttemberg" 2022 "f" 1 105
"1251" "BadenWuerttemberg" 2022 "f" 20 121
"1252" "BadenWuerttemberg" 2022 "f" 30 116
"1253" "BadenWuerttemberg" 2022 "f" 35 188
"1254" "BadenWuerttemberg" 2022 "f" 40 260
"1255" "BadenWuerttemberg" 2022 "f" 45 354
"1256" "BadenWuerttemberg" 2022 "f" 50 803
"1257" "BadenWuerttemberg" 2022 "f" 55 1348
"1258" "BadenWuerttemberg" 2022 "f" 60 2135
"1259" "BadenWuerttemberg" 2022 "f" 65 2834
"1260" "BadenWuerttemberg" 2022 "f" 70 4036
"1261" "BadenWuerttemberg" 2022 "f" 75 5380
"1262" "BadenWuerttemberg" 2022 "f" 80 11618
"1263" "BadenWuerttemberg" 2022 "f" 85 14240
"1264" "BadenWuerttemberg" 2022 "f" 90 18905
"1265" "BadenWuerttemberg" 2022 "m" 0 149
"1266" "BadenWuerttemberg" 2022 "m" 1 156
"1267" "BadenWuerttemberg" 2022 "m" 20 265
"1268" "BadenWuerttemberg" 2022 "m" 30 199
"1269" "BadenWuerttemberg" 2022 "m" 35 309
"1270" "BadenWuerttemberg" 2022 "m" 40 454
"1271" "BadenWuerttemberg" 2022 "m" 45 675
"1272" "BadenWuerttemberg" 2022 "m" 50 1437
"1273" "BadenWuerttemberg" 2022 "m" 55 2636
"1274" "BadenWuerttemberg" 2022 "m" 60 3793
"1275" "BadenWuerttemberg" 2022 "m" 65 4840
"1276" "BadenWuerttemberg" 2022 "m" 70 6185
"1277" "BadenWuerttemberg" 2022 "m" 75 7128
"1278" "BadenWuerttemberg" 2022 "m" 80 12761
"1279" "BadenWuerttemberg" 2022 "m" 85 11890
"1280" "BadenWuerttemberg" 2022 "m" 90 9196
"1281" "Bayern" 2018 "f" 0 151
"1282" "Bayern" 2018 "f" 1 130
"1283" "Bayern" 2018 "f" 20 144
"1284" "Bayern" 2018 "f" 30 119
"1285" "Bayern" 2018 "f" 35 198
"1286" "Bayern" 2018 "f" 40 293
"1287" "Bayern" 2018 "f" 45 585
"1288" "Bayern" 2018 "f" 50 1060
"1289" "Bayern" 2018 "f" 55 1595
"1290" "Bayern" 2018 "f" 60 2247
"1291" "Bayern" 2018 "f" 65 3162
"1292" "Bayern" 2018 "f" 70 4155
"1293" "Bayern" 2018 "f" 75 8106
"1294" "Bayern" 2018 "f" 80 11941
"1295" "Bayern" 2018 "f" 85 14783
"1296" "Bayern" 2018 "f" 90 19912
"1297" "Bayern" 2018 "m" 0 177
"1298" "Bayern" 2018 "m" 1 202
"1299" "Bayern" 2018 "m" 20 395
"1300" "Bayern" 2018 "m" 30 291
"1301" "Bayern" 2018 "m" 35 358
"1302" "Bayern" 2018 "m" 40 502
"1303" "Bayern" 2018 "m" 45 960
"1304" "Bayern" 2018 "m" 50 1963
"1305" "Bayern" 2018 "m" 55 3046
"1306" "Bayern" 2018 "m" 60 4130
"1307" "Bayern" 2018 "m" 65 5462
"1308" "Bayern" 2018 "m" 70 6570
"1309" "Bayern" 2018 "m" 75 10843
"1310" "Bayern" 2018 "m" 80 12513
"1311" "Bayern" 2018 "m" 85 10808
"1312" "Bayern" 2018 "m" 90 8008
"1313" "Bayern" 2019 "f" 0 186
"1314" "Bayern" 2019 "f" 1 102
"1315" "Bayern" 2019 "f" 20 141
"1316" "Bayern" 2019 "f" 30 145
"1317" "Bayern" 2019 "f" 35 206
"1318" "Bayern" 2019 "f" 40 248
"1319" "Bayern" 2019 "f" 45 501
"1320" "Bayern" 2019 "f" 50 1023
"1321" "Bayern" 2019 "f" 55 1670
"1322" "Bayern" 2019 "f" 60 2252
"1323" "Bayern" 2019 "f" 65 3094
"1324" "Bayern" 2019 "f" 70 4220
"1325" "Bayern" 2019 "f" 75 7680
"1326" "Bayern" 2019 "f" 80 12422
"1327" "Bayern" 2019 "f" 85 14498
"1328" "Bayern" 2019 "f" 90 19950
"1329" "Bayern" 2019 "m" 0 180
"1330" "Bayern" 2019 "m" 1 209
"1331" "Bayern" 2019 "m" 20 370
"1332" "Bayern" 2019 "m" 30 276
"1333" "Bayern" 2019 "m" 35 343
"1334" "Bayern" 2019 "m" 40 487
"1335" "Bayern" 2019 "m" 45 955
"1336" "Bayern" 2019 "m" 50 1761
"1337" "Bayern" 2019 "m" 55 3042
"1338" "Bayern" 2019 "m" 60 4081
"1339" "Bayern" 2019 "m" 65 5410
"1340" "Bayern" 2019 "m" 70 6587
"1341" "Bayern" 2019 "m" 75 10412
"1342" "Bayern" 2019 "m" 80 13052
"1343" "Bayern" 2019 "m" 85 10587
"1344" "Bayern" 2019 "m" 90 8223
"1345" "Bayern" 2020 "f" 0 149
"1346" "Bayern" 2020 "f" 1 105
"1347" "Bayern" 2020 "f" 20 142
"1348" "Bayern" 2020 "f" 30 121
"1349" "Bayern" 2020 "f" 35 198
"1350" "Bayern" 2020 "f" 40 299
"1351" "Bayern" 2020 "f" 45 539
"1352" "Bayern" 2020 "f" 50 999
"1353" "Bayern" 2020 "f" 55 1720
"1354" "Bayern" 2020 "f" 60 2440
"1355" "Bayern" 2020 "f" 65 3258
"1356" "Bayern" 2020 "f" 70 4401
"1357" "Bayern" 2020 "f" 75 7433
"1358" "Bayern" 2020 "f" 80 13611
"1359" "Bayern" 2020 "f" 85 15591
"1360" "Bayern" 2020 "f" 90 21011
"1361" "Bayern" 2020 "m" 0 198
"1362" "Bayern" 2020 "m" 1 192
"1363" "Bayern" 2020 "m" 20 371
"1364" "Bayern" 2020 "m" 30 275
"1365" "Bayern" 2020 "m" 35 397
"1366" "Bayern" 2020 "m" 40 522
"1367" "Bayern" 2020 "m" 45 851
"1368" "Bayern" 2020 "m" 50 1833
"1369" "Bayern" 2020 "m" 55 3244
"1370" "Bayern" 2020 "m" 60 4484
"1371" "Bayern" 2020 "m" 65 5756
"1372" "Bayern" 2020 "m" 70 6991
"1373" "Bayern" 2020 "m" 75 10169
"1374" "Bayern" 2020 "m" 80 14637
"1375" "Bayern" 2020 "m" 85 12094
"1376" "Bayern" 2020 "m" 90 9336
"1377" "Bayern" 2021 "f" 0 154
"1378" "Bayern" 2021 "f" 1 107
"1379" "Bayern" 2021 "f" 20 128
"1380" "Bayern" 2021 "f" 30 129
"1381" "Bayern" 2021 "f" 35 206
"1382" "Bayern" 2021 "f" 40 316
"1383" "Bayern" 2021 "f" 45 500
"1384" "Bayern" 2021 "f" 50 1100
"1385" "Bayern" 2021 "f" 55 1850
"1386" "Bayern" 2021 "f" 60 2529
"1387" "Bayern" 2021 "f" 65 3408
"1388" "Bayern" 2021 "f" 70 5053
"1389" "Bayern" 2021 "f" 75 7019
"1390" "Bayern" 2021 "f" 80 14267
"1391" "Bayern" 2021 "f" 85 16103
"1392" "Bayern" 2021 "f" 90 20957
"1393" "Bayern" 2021 "m" 0 196
"1394" "Bayern" 2021 "m" 1 176
"1395" "Bayern" 2021 "m" 20 369
"1396" "Bayern" 2021 "m" 30 271
"1397" "Bayern" 2021 "m" 35 423
"1398" "Bayern" 2021 "m" 40 550
"1399" "Bayern" 2021 "m" 45 915
"1400" "Bayern" 2021 "m" 50 1907
"1401" "Bayern" 2021 "m" 55 3351
"1402" "Bayern" 2021 "m" 60 4826
"1403" "Bayern" 2021 "m" 65 5959
"1404" "Bayern" 2021 "m" 70 7842
"1405" "Bayern" 2021 "m" 75 9535
"1406" "Bayern" 2021 "m" 80 15509
"1407" "Bayern" 2021 "m" 85 12449
"1408" "Bayern" 2021 "m" 90 9880
"1409" "Bayern" 2022 "f" 0 153
"1410" "Bayern" 2022 "f" 1 109
"1411" "Bayern" 2022 "f" 20 137
"1412" "Bayern" 2022 "f" 30 128
"1413" "Bayern" 2022 "f" 35 199
"1414" "Bayern" 2022 "f" 40 320
"1415" "Bayern" 2022 "f" 45 495
"1416" "Bayern" 2022 "f" 50 1052
"1417" "Bayern" 2022 "f" 55 1779
"1418" "Bayern" 2022 "f" 60 2637
"1419" "Bayern" 2022 "f" 65 3561
"1420" "Bayern" 2022 "f" 70 5017
"1421" "Bayern" 2022 "f" 75 6962
"1422" "Bayern" 2022 "f" 80 14356
"1423" "Bayern" 2022 "f" 85 17178
"1424" "Bayern" 2022 "f" 90 22129
"1425" "Bayern" 2022 "m" 0 191
"1426" "Bayern" 2022 "m" 1 202
"1427" "Bayern" 2022 "m" 20 393
"1428" "Bayern" 2022 "m" 30 273
"1429" "Bayern" 2022 "m" 35 406
"1430" "Bayern" 2022 "m" 40 588
"1431" "Bayern" 2022 "m" 45 851
"1432" "Bayern" 2022 "m" 50 1799
"1433" "Bayern" 2022 "m" 55 3269
"1434" "Bayern" 2022 "m" 60 4711
"1435" "Bayern" 2022 "m" 65 6134
"1436" "Bayern" 2022 "m" 70 7978
"1437" "Bayern" 2022 "m" 75 9454
"1438" "Bayern" 2022 "m" 80 15871
"1439" "Bayern" 2022 "m" 85 13726
"1440" "Bayern" 2022 "m" 90 10359
"1441" "Saarland" 2018 "f" 0 15
"1442" "Saarland" 2018 "f" 1 11
"1443" "Saarland" 2018 "f" 20 9
"1444" "Saarland" 2018 "f" 30 10
"1445" "Saarland" 2018 "f" 35 18
"1446" "Saarland" 2018 "f" 40 24
"1447" "Saarland" 2018 "f" 45 52
"1448" "Saarland" 2018 "f" 50 124
"1449" "Saarland" 2018 "f" 55 214
"1450" "Saarland" 2018 "f" 60 311
"1451" "Saarland" 2018 "f" 65 433
"1452" "Saarland" 2018 "f" 70 456
"1453" "Saarland" 2018 "f" 75 845
"1454" "Saarland" 2018 "f" 80 1319
"1455" "Saarland" 2018 "f" 85 1461
"1456" "Saarland" 2018 "f" 90 1811
"1457" "Saarland" 2018 "m" 0 16
"1458" "Saarland" 2018 "m" 1 12
"1459" "Saarland" 2018 "m" 20 30
"1460" "Saarland" 2018 "m" 30 23
"1461" "Saarland" 2018 "m" 35 27
"1462" "Saarland" 2018 "m" 40 44
"1463" "Saarland" 2018 "m" 45 104
"1464" "Saarland" 2018 "m" 50 191
"1465" "Saarland" 2018 "m" 55 377
"1466" "Saarland" 2018 "m" 60 524
"1467" "Saarland" 2018 "m" 65 659
"1468" "Saarland" 2018 "m" 70 634
"1469" "Saarland" 2018 "m" 75 1034
"1470" "Saarland" 2018 "m" 80 1319
"1471" "Saarland" 2018 "m" 85 1069
"1472" "Saarland" 2018 "m" 90 696
"1473" "Saarland" 2019 "f" 0 13
"1474" "Saarland" 2019 "f" 1 5
"1475" "Saarland" 2019 "f" 20 7
"1476" "Saarland" 2019 "f" 30 9
"1477" "Saarland" 2019 "f" 35 15
"1478" "Saarland" 2019 "f" 40 23
"1479" "Saarland" 2019 "f" 45 47
"1480" "Saarland" 2019 "f" 50 110
"1481" "Saarland" 2019 "f" 55 214
"1482" "Saarland" 2019 "f" 60 275
"1483" "Saarland" 2019 "f" 65 381
"1484" "Saarland" 2019 "f" 70 466
"1485" "Saarland" 2019 "f" 75 816
"1486" "Saarland" 2019 "f" 80 1364
"1487" "Saarland" 2019 "f" 85 1392
"1488" "Saarland" 2019 "f" 90 1795
"1489" "Saarland" 2019 "m" 0 17
"1490" "Saarland" 2019 "m" 1 13
"1491" "Saarland" 2019 "m" 20 26
"1492" "Saarland" 2019 "m" 30 17
"1493" "Saarland" 2019 "m" 35 37
"1494" "Saarland" 2019 "m" 40 39
"1495" "Saarland" 2019 "m" 45 83
"1496" "Saarland" 2019 "m" 50 181
"1497" "Saarland" 2019 "m" 55 316
"1498" "Saarland" 2019 "m" 60 509
"1499" "Saarland" 2019 "m" 65 683
"1500" "Saarland" 2019 "m" 70 668
"1501" "Saarland" 2019 "m" 75 983
"1502" "Saarland" 2019 "m" 80 1344
"1503" "Saarland" 2019 "m" 85 1031
"1504" "Saarland" 2019 "m" 90 676
"1505" "Saarland" 2020 "f" 0 9
"1506" "Saarland" 2020 "f" 1 10
"1507" "Saarland" 2020 "f" 20 10
"1508" "Saarland" 2020 "f" 30 7
"1509" "Saarland" 2020 "f" 35 16
"1510" "Saarland" 2020 "f" 40 29
"1511" "Saarland" 2020 "f" 45 49
"1512" "Saarland" 2020 "f" 50 109
"1513" "Saarland" 2020 "f" 55 196
"1514" "Saarland" 2020 "f" 60 281
"1515" "Saarland" 2020 "f" 65 391
"1516" "Saarland" 2020 "f" 70 474
"1517" "Saarland" 2020 "f" 75 719
"1518" "Saarland" 2020 "f" 80 1377
"1519" "Saarland" 2020 "f" 85 1422
"1520" "Saarland" 2020 "f" 90 1781
"1521" "Saarland" 2020 "m" 0 12
"1522" "Saarland" 2020 "m" 1 11
"1523" "Saarland" 2020 "m" 20 25
"1524" "Saarland" 2020 "m" 30 23
"1525" "Saarland" 2020 "m" 35 34
"1526" "Saarland" 2020 "m" 40 52
"1527" "Saarland" 2020 "m" 45 78
"1528" "Saarland" 2020 "m" 50 174
"1529" "Saarland" 2020 "m" 55 323
"1530" "Saarland" 2020 "m" 60 479
"1531" "Saarland" 2020 "m" 65 662
"1532" "Saarland" 2020 "m" 70 735
"1533" "Saarland" 2020 "m" 75 937
"1534" "Saarland" 2020 "m" 80 1413
"1535" "Saarland" 2020 "m" 85 1119
"1536" "Saarland" 2020 "m" 90 827
"1537" "Saarland" 2021 "f" 0 15
"1538" "Saarland" 2021 "f" 1 7
"1539" "Saarland" 2021 "f" 20 8
"1540" "Saarland" 2021 "f" 30 10
"1541" "Saarland" 2021 "f" 35 22
"1542" "Saarland" 2021 "f" 40 41
"1543" "Saarland" 2021 "f" 45 53
"1544" "Saarland" 2021 "f" 50 97
"1545" "Saarland" 2021 "f" 55 193
"1546" "Saarland" 2021 "f" 60 290
"1547" "Saarland" 2021 "f" 65 413
"1548" "Saarland" 2021 "f" 70 536
"1549" "Saarland" 2021 "f" 75 691
"1550" "Saarland" 2021 "f" 80 1449
"1551" "Saarland" 2021 "f" 85 1546
"1552" "Saarland" 2021 "f" 90 1818
"1553" "Saarland" 2021 "m" 0 11
"1554" "Saarland" 2021 "m" 1 18
"1555" "Saarland" 2021 "m" 20 36
"1556" "Saarland" 2021 "m" 30 30
"1557" "Saarland" 2021 "m" 35 41
"1558" "Saarland" 2021 "m" 40 54
"1559" "Saarland" 2021 "m" 45 78
"1560" "Saarland" 2021 "m" 50 178
"1561" "Saarland" 2021 "m" 55 290
"1562" "Saarland" 2021 "m" 60 494
"1563" "Saarland" 2021 "m" 65 684
"1564" "Saarland" 2021 "m" 70 843
"1565" "Saarland" 2021 "m" 75 854
"1566" "Saarland" 2021 "m" 80 1417
"1567" "Saarland" 2021 "m" 85 1217
"1568" "Saarland" 2021 "m" 90 842
"1569" "Saarland" 2022 "f" 0 9
"1570" "Saarland" 2022 "f" 1 9
"1571" "Saarland" 2022 "f" 20 10
"1572" "Saarland" 2022 "f" 30 12
"1573" "Saarland" 2022 "f" 35 18
"1574" "Saarland" 2022 "f" 40 30
"1575" "Saarland" 2022 "f" 45 46
"1576" "Saarland" 2022 "f" 50 92
"1577" "Saarland" 2022 "f" 55 197
"1578" "Saarland" 2022 "f" 60 350
"1579" "Saarland" 2022 "f" 65 451
"1580" "Saarland" 2022 "f" 70 574
"1581" "Saarland" 2022 "f" 75 649
"1582" "Saarland" 2022 "f" 80 1421
"1583" "Saarland" 2022 "f" 85 1826
"1584" "Saarland" 2022 "f" 90 2081
"1585" "Saarland" 2022 "m" 0 18
"1586" "Saarland" 2022 "m" 1 21
"1587" "Saarland" 2022 "m" 20 29
"1588" "Saarland" 2022 "m" 30 25
"1589" "Saarland" 2022 "m" 35 30
"1590" "Saarland" 2022 "m" 40 69
"1591" "Saarland" 2022 "m" 45 68
"1592" "Saarland" 2022 "m" 50 175
"1593" "Saarland" 2022 "m" 55 351
"1594" "Saarland" 2022 "m" 60 544
"1595" "Saarland" 2022 "m" 65 703
"1596" "Saarland" 2022 "m" 70 945
"1597" "Saarland" 2022 "m" 75 886
"1598" "Saarland" 2022 "m" 80 1461
"1599" "Saarland" 2022 "m" 85 1354
"1600" "Saarland" 2022 "m" 90 955
"1601" "Berlin" 2018 "f" 0 63
"1602" "Berlin" 2018 "f" 1 30
"1603" "Berlin" 2018 "f" 20 55
"1604" "Berlin" 2018 "f" 30 49
"1605" "Berlin" 2018 "f" 35 67
"1606" "Berlin" 2018 "f" 40 96
"1607" "Berlin" 2018 "f" 45 162
"1608" "Berlin" 2018 "f" 50 348
"1609" "Berlin" 2018 "f" 55 550
"1610" "Berlin" 2018 "f" 60 745
"1611" "Berlin" 2018 "f" 65 1096
"1612" "Berlin" 2018 "f" 70 1372
"1613" "Berlin" 2018 "f" 75 2566
"1614" "Berlin" 2018 "f" 80 3169
"1615" "Berlin" 2018 "f" 85 3161
"1616" "Berlin" 2018 "f" 90 4586
"1617" "Berlin" 2018 "m" 0 83
"1618" "Berlin" 2018 "m" 1 48
"1619" "Berlin" 2018 "m" 20 116
"1620" "Berlin" 2018 "m" 30 82
"1621" "Berlin" 2018 "m" 35 120
"1622" "Berlin" 2018 "m" 40 161
"1623" "Berlin" 2018 "m" 45 299
"1624" "Berlin" 2018 "m" 50 630
"1625" "Berlin" 2018 "m" 55 961
"1626" "Berlin" 2018 "m" 60 1261
"1627" "Berlin" 2018 "m" 65 1712
"1628" "Berlin" 2018 "m" 70 2001
"1629" "Berlin" 2018 "m" 75 3271
"1630" "Berlin" 2018 "m" 80 3211
"1631" "Berlin" 2018 "m" 85 2271
"1632" "Berlin" 2018 "m" 90 1558
"1633" "Berlin" 2019 "f" 0 42
"1634" "Berlin" 2019 "f" 1 33
"1635" "Berlin" 2019 "f" 20 47
"1636" "Berlin" 2019 "f" 30 47
"1637" "Berlin" 2019 "f" 35 68
"1638" "Berlin" 2019 "f" 40 86
"1639" "Berlin" 2019 "f" 45 147
"1640" "Berlin" 2019 "f" 50 346
"1641" "Berlin" 2019 "f" 55 497
"1642" "Berlin" 2019 "f" 60 682
"1643" "Berlin" 2019 "f" 65 992
"1644" "Berlin" 2019 "f" 70 1264
"1645" "Berlin" 2019 "f" 75 2389
"1646" "Berlin" 2019 "f" 80 3288
"1647" "Berlin" 2019 "f" 85 3055
"1648" "Berlin" 2019 "f" 90 4368
"1649" "Berlin" 2019 "m" 0 77
"1650" "Berlin" 2019 "m" 1 41
"1651" "Berlin" 2019 "m" 20 92
"1652" "Berlin" 2019 "m" 30 101
"1653" "Berlin" 2019 "m" 35 117
"1654" "Berlin" 2019 "m" 40 180
"1655" "Berlin" 2019 "m" 45 306
"1656" "Berlin" 2019 "m" 50 584
"1657" "Berlin" 2019 "m" 55 979
"1658" "Berlin" 2019 "m" 60 1201
"1659" "Berlin" 2019 "m" 65 1645
"1660" "Berlin" 2019 "m" 70 1853
"1661" "Berlin" 2019 "m" 75 3212
"1662" "Berlin" 2019 "m" 80 3278
"1663" "Berlin" 2019 "m" 85 2183
"1664" "Berlin" 2019 "m" 90 1539
"1665" "Berlin" 2020 "f" 0 49
"1666" "Berlin" 2020 "f" 1 25
"1667" "Berlin" 2020 "f" 20 38
"1668" "Berlin" 2020 "f" 30 42
"1669" "Berlin" 2020 "f" 35 76
"1670" "Berlin" 2020 "f" 40 86
"1671" "Berlin" 2020 "f" 45 156
"1672" "Berlin" 2020 "f" 50 317
"1673" "Berlin" 2020 "f" 55 559
"1674" "Berlin" 2020 "f" 60 695
"1675" "Berlin" 2020 "f" 65 1054
"1676" "Berlin" 2020 "f" 70 1324
"1677" "Berlin" 2020 "f" 75 2390
"1678" "Berlin" 2020 "f" 80 3536
"1679" "Berlin" 2020 "f" 85 3434
"1680" "Berlin" 2020 "f" 90 4817
"1681" "Berlin" 2020 "m" 0 59
"1682" "Berlin" 2020 "m" 1 41
"1683" "Berlin" 2020 "m" 20 90
"1684" "Berlin" 2020 "m" 30 91
"1685" "Berlin" 2020 "m" 35 150
"1686" "Berlin" 2020 "m" 40 187
"1687" "Berlin" 2020 "m" 45 252
"1688" "Berlin" 2020 "m" 50 609
"1689" "Berlin" 2020 "m" 55 1053
"1690" "Berlin" 2020 "m" 60 1396
"1691" "Berlin" 2020 "m" 65 1770
"1692" "Berlin" 2020 "m" 70 1936
"1693" "Berlin" 2020 "m" 75 3160
"1694" "Berlin" 2020 "m" 80 3683
"1695" "Berlin" 2020 "m" 85 2703
"1696" "Berlin" 2020 "m" 90 1864
"1697" "Berlin" 2021 "f" 0 45
"1698" "Berlin" 2021 "f" 1 30
"1699" "Berlin" 2021 "f" 20 45
"1700" "Berlin" 2021 "f" 30 48
"1701" "Berlin" 2021 "f" 35 72
"1702" "Berlin" 2021 "f" 40 95
"1703" "Berlin" 2021 "f" 45 177
"1704" "Berlin" 2021 "f" 50 259
"1705" "Berlin" 2021 "f" 55 538
"1706" "Berlin" 2021 "f" 60 688
"1707" "Berlin" 2021 "f" 65 1001
"1708" "Berlin" 2021 "f" 70 1453
"1709" "Berlin" 2021 "f" 75 2186
"1710" "Berlin" 2021 "f" 80 3564
"1711" "Berlin" 2021 "f" 85 3501
"1712" "Berlin" 2021 "f" 90 4620
"1713" "Berlin" 2021 "m" 0 68
"1714" "Berlin" 2021 "m" 1 39
"1715" "Berlin" 2021 "m" 20 105
"1716" "Berlin" 2021 "m" 30 93
"1717" "Berlin" 2021 "m" 35 125
"1718" "Berlin" 2021 "m" 40 190
"1719" "Berlin" 2021 "m" 45 304
"1720" "Berlin" 2021 "m" 50 563
"1721" "Berlin" 2021 "m" 55 1086
"1722" "Berlin" 2021 "m" 60 1432
"1723" "Berlin" 2021 "m" 65 1789
"1724" "Berlin" 2021 "m" 70 2094
"1725" "Berlin" 2021 "m" 75 2829
