"PopName" "Year" "Sex" "AgeGroup" "Population"
"3032" "Niedersachsen" 2021 "m" 28 50057
"3033" "Niedersachsen" 2021 "m" 29 49925
"3034" "Niedersachsen" 2021 "m" 30 50429
"3035" "Niedersachsen" 2021 "m" 31 52896
"3036" "Niedersachsen" 2021 "m" 32 51768
"3037" "Niedersachsen" 2021 "m" 33 52815
"3038" "Niedersachsen" 2021 "m" 34 51478
"3039" "Niedersachsen" 2021 "m" 35 50151
"3040" "Niedersachsen" 2021 "m" 36 47665
"3041" "Niedersachsen" 2021 "m" 37 47316
"3042" "Niedersachsen" 2021 "m" 38 47347
"3043" "Niedersachsen" 2021 "m" 39 47830
"3044" "Niedersachsen" 2021 "m" 40 47597
"3045" "Niedersachsen" 2021 "m" 41 47589
"3046" "Niedersachsen" 2021 "m" 42 45653
"3047" "Niedersachsen" 2021 "m" 43 45574
"3048" "Niedersachsen" 2021 "m" 44 45158
"3049" "Niedersachsen" 2021 "m" 45 45192
"3050" "Niedersachsen" 2021 "m" 46 44320
"3051" "Niedersachsen" 2021 "m" 47 45183
"3052" "Niedersachsen" 2021 "m" 48 45885
"3053" "Niedersachsen" 2021 "m" 49 50520
"3054" "Niedersachsen" 2021 "m" 50 55098
"3055" "Niedersachsen" 2021 "m" 51 57716
"3056" "Niedersachsen" 2021 "m" 52 63018
"3057" "Niedersachsen" 2021 "m" 53 66122
"3058" "Niedersachsen" 2021 "m" 54 67658
"3059" "Niedersachsen" 2021 "m" 55 69111
"3060" "Niedersachsen" 2021 "m" 56 68332
"3061" "Niedersachsen" 2021 "m" 57 68109
"3062" "Niedersachsen" 2021 "m" 58 67007
"3063" "Niedersachsen" 2021 "m" 59 64105
"3064" "Niedersachsen" 2021 "m" 60 63217
"3065" "Niedersachsen" 2021 "m" 61 59866
"3066" "Niedersachsen" 2021 "m" 62 57764
"3067" "Niedersachsen" 2021 "m" 63 54110
"3068" "Niedersachsen" 2021 "m" 64 52457
"3069" "Niedersachsen" 2021 "m" 65 50044
"3070" "Niedersachsen" 2021 "m" 66 47689
"3071" "Niedersachsen" 2021 "m" 67 45620
"3072" "Niedersachsen" 2021 "m" 68 43678
"3073" "Niedersachsen" 2021 "m" 69 43656
"3074" "Niedersachsen" 2021 "m" 70 42637
"3075" "Niedersachsen" 2021 "m" 71 42135
"3076" "Niedersachsen" 2021 "m" 72 41195
"3077" "Niedersachsen" 2021 "m" 73 37811
"3078" "Niedersachsen" 2021 "m" 74 33269
"3079" "Niedersachsen" 2021 "m" 75 30260
"3080" "Niedersachsen" 2021 "m" 76 23382
"3081" "Niedersachsen" 2021 "m" 77 30102
"3082" "Niedersachsen" 2021 "m" 78 30598
"3083" "Niedersachsen" 2021 "m" 79 28700
"3084" "Niedersachsen" 2021 "m" 80 33238
"3085" "Niedersachsen" 2021 "m" 81 32688
"3086" "Niedersachsen" 2021 "m" 82 30203
"3087" "Niedersachsen" 2021 "m" 83 27000
"3088" "Niedersachsen" 2021 "m" 84 22883
"3089" "Niedersachsen" 2021 "m" 85 19396
"3090" "Niedersachsen" 2021 "m" 86 16527
"3091" "Niedersachsen" 2021 "m" 87 13214
"3092" "Niedersachsen" 2021 "m" 88 8737
"3093" "Niedersachsen" 2021 "m" 89 7152
"3094" "Niedersachsen" 2021 "m" 90 23637
"3095" "Niedersachsen" 2022 "f" 0 34883
"3096" "Niedersachsen" 2022 "f" 1 38619
"3097" "Niedersachsen" 2022 "f" 2 38018
"3098" "Niedersachsen" 2022 "f" 3 38564
"3099" "Niedersachsen" 2022 "f" 4 38686
"3100" "Niedersachsen" 2022 "f" 5 39390
"3101" "Niedersachsen" 2022 "f" 6 39780
"3102" "Niedersachsen" 2022 "f" 7 38081
"3103" "Niedersachsen" 2022 "f" 8 38032
"3104" "Niedersachsen" 2022 "f" 9 36708
"3105" "Niedersachsen" 2022 "f" 10 36360
"3106" "Niedersachsen" 2022 "f" 11 35877
"3107" "Niedersachsen" 2022 "f" 12 36884
"3108" "Niedersachsen" 2022 "f" 13 36479
"3109" "Niedersachsen" 2022 "f" 14 37704
"3110" "Niedersachsen" 2022 "f" 15 37234
"3111" "Niedersachsen" 2022 "f" 16 36966
"3112" "Niedersachsen" 2022 "f" 17 37666
"3113" "Niedersachsen" 2022 "f" 18 39499
"3114" "Niedersachsen" 2022 "f" 19 39892
"3115" "Niedersachsen" 2022 "f" 20 40552
"3116" "Niedersachsen" 2022 "f" 21 41467
"3117" "Niedersachsen" 2022 "f" 22 43444
"3118" "Niedersachsen" 2022 "f" 23 43550
"3119" "Niedersachsen" 2022 "f" 24 44801
"3120" "Niedersachsen" 2022 "f" 25 46448
"3121" "Niedersachsen" 2022 "f" 26 45731
"3122" "Niedersachsen" 2022 "f" 27 44664
"3123" "Niedersachsen" 2022 "f" 28 45524
"3124" "Niedersachsen" 2022 "f" 29 46335
"3125" "Niedersachsen" 2022 "f" 30 46847
"3126" "Niedersachsen" 2022 "f" 31 48080
"3127" "Niedersachsen" 2022 "f" 32 50329
"3128" "Niedersachsen" 2022 "f" 33 49526
"3129" "Niedersachsen" 2022 "f" 34 50939
"3130" "Niedersachsen" 2022 "f" 35 50266
"3131" "Niedersachsen" 2022 "f" 36 49618
"3132" "Niedersachsen" 2022 "f" 37 48467
"3133" "Niedersachsen" 2022 "f" 38 47613
"3134" "Niedersachsen" 2022 "f" 39 48527
"3135" "Niedersachsen" 2022 "f" 40 49299
"3136" "Niedersachsen" 2022 "f" 41 49582
"3137" "Niedersachsen" 2022 "f" 42 50115
"3138" "Niedersachsen" 2022 "f" 43 47673
"3139" "Niedersachsen" 2022 "f" 44 47110
"3140" "Niedersachsen" 2022 "f" 45 46864
"3141" "Niedersachsen" 2022 "f" 46 46977
"3142" "Niedersachsen" 2022 "f" 47 45695
"3143" "Niedersachsen" 2022 "f" 48 47261
"3144" "Niedersachsen" 2022 "f" 49 48113
"3145" "Niedersachsen" 2022 "f" 50 51798
"3146" "Niedersachsen" 2022 "f" 51 57028
"3147" "Niedersachsen" 2022 "f" 52 59441
"3148" "Niedersachsen" 2022 "f" 53 63717
"3149" "Niedersachsen" 2022 "f" 54 66651
"3150" "Niedersachsen" 2022 "f" 55 68833
"3151" "Niedersachsen" 2022 "f" 56 69422
"3152" "Niedersachsen" 2022 "f" 57 68168
"3153" "Niedersachsen" 2022 "f" 58 69143
"3154" "Niedersachsen" 2022 "f" 59 67765
"3155" "Niedersachsen" 2022 "f" 60 65673
"3156" "Niedersachsen" 2022 "f" 61 64581
"3157" "Niedersachsen" 2022 "f" 62 61770
"3158" "Niedersachsen" 2022 "f" 63 59791
"3159" "Niedersachsen" 2022 "f" 64 56190
"3160" "Niedersachsen" 2022 "f" 65 55126
"3161" "Niedersachsen" 2022 "f" 66 52616
"3162" "Niedersachsen" 2022 "f" 67 50502
"3163" "Niedersachsen" 2022 "f" 68 49689
"3164" "Niedersachsen" 2022 "f" 69 47616
"3165" "Niedersachsen" 2022 "f" 70 47574
"3166" "Niedersachsen" 2022 "f" 71 46425
"3167" "Niedersachsen" 2022 "f" 72 45802
"3168" "Niedersachsen" 2022 "f" 73 44752
"3169" "Niedersachsen" 2022 "f" 74 40883
"3170" "Niedersachsen" 2022 "f" 75 37184
"3171" "Niedersachsen" 2022 "f" 76 34362
"3172" "Niedersachsen" 2022 "f" 77 26661
"3173" "Niedersachsen" 2022 "f" 78 35493
"3174" "Niedersachsen" 2022 "f" 79 35720
"3175" "Niedersachsen" 2022 "f" 80 34068
"3176" "Niedersachsen" 2022 "f" 81 40510
"3177" "Niedersachsen" 2022 "f" 82 41190
"3178" "Niedersachsen" 2022 "f" 83 38979
"3179" "Niedersachsen" 2022 "f" 84 35413
"3180" "Niedersachsen" 2022 "f" 85 30453
"3181" "Niedersachsen" 2022 "f" 86 27213
"3182" "Niedersachsen" 2022 "f" 87 23919
"3183" "Niedersachsen" 2022 "f" 88 19797
"3184" "Niedersachsen" 2022 "f" 89 13664
"3185" "Niedersachsen" 2022 "f" 90 58099
"3186" "Niedersachsen" 2022 "m" 0 36691
"3187" "Niedersachsen" 2022 "m" 1 40889
"3188" "Niedersachsen" 2022 "m" 2 40176
"3189" "Niedersachsen" 2022 "m" 3 40433
"3190" "Niedersachsen" 2022 "m" 4 41017
"3191" "Niedersachsen" 2022 "m" 5 41166
"3192" "Niedersachsen" 2022 "m" 6 41540
"3193" "Niedersachsen" 2022 "m" 7 40450
"3194" "Niedersachsen" 2022 "m" 8 40597
"3195" "Niedersachsen" 2022 "m" 9 38529
"3196" "Niedersachsen" 2022 "m" 10 38517
"3197" "Niedersachsen" 2022 "m" 11 37837
"3198" "Niedersachsen" 2022 "m" 12 39245
"3199" "Niedersachsen" 2022 "m" 13 38855
"3200" "Niedersachsen" 2022 "m" 14 39674
"3201" "Niedersachsen" 2022 "m" 15 40047
"3202" "Niedersachsen" 2022 "m" 16 39723
"3203" "Niedersachsen" 2022 "m" 17 40386
"3204" "Niedersachsen" 2022 "m" 18 42041
"3205" "Niedersachsen" 2022 "m" 19 41876
"3206" "Niedersachsen" 2022 "m" 20 43283
"3207" "Niedersachsen" 2022 "m" 21 44784
"3208" "Niedersachsen" 2022 "m" 22 48009
"3209" "Niedersachsen" 2022 "m" 23 48584
"3210" "Niedersachsen" 2022 "m" 24 49367
"3211" "Niedersachsen" 2022 "m" 25 51335
"3212" "Niedersachsen" 2022 "m" 26 50607
"3213" "Niedersachsen" 2022 "m" 27 49591
"3214" "Niedersachsen" 2022 "m" 28 49962
"3215" "Niedersachsen" 2022 "m" 29 51139
"3216" "Niedersachsen" 2022 "m" 30 50985
"3217" "Niedersachsen" 2022 "m" 31 51458
"3218" "Niedersachsen" 2022 "m" 32 53853
"3219" "Niedersachsen" 2022 "m" 33 52825
"3220" "Niedersachsen" 2022 "m" 34 53818
"3221" "Niedersachsen" 2022 "m" 35 52588
"3222" "Niedersachsen" 2022 "m" 36 51317
"3223" "Niedersachsen" 2022 "m" 37 48811
"3224" "Niedersachsen" 2022 "m" 38 48431
"3225" "Niedersachsen" 2022 "m" 39 48427
"3226" "Niedersachsen" 2022 "m" 40 48741
"3227" "Niedersachsen" 2022 "m" 41 48504
"3228" "Niedersachsen" 2022 "m" 42 48353
"3229" "Niedersachsen" 2022 "m" 43 46321
"3230" "Niedersachsen" 2022 "m" 44 46205
"3231" "Niedersachsen" 2022 "m" 45 45806
"3232" "Niedersachsen" 2022 "m" 46 45689
"3233" "Niedersachsen" 2022 "m" 47 44749
"3234" "Niedersachsen" 2022 "m" 48 45565
"3235" "Niedersachsen" 2022 "m" 49 46288
"3236" "Niedersachsen" 2022 "m" 50 50738
"3237" "Niedersachsen" 2022 "m" 51 55260
"3238" "Niedersachsen" 2022 "m" 52 57803
"3239" "Niedersachsen" 2022 "m" 53 63020
"3240" "Niedersachsen" 2022 "m" 54 66034
"3241" "Niedersachsen" 2022 "m" 55 67606
"3242" "Niedersachsen" 2022 "m" 56 68988
"3243" "Niedersachsen" 2022 "m" 57 68069
"3244" "Niedersachsen" 2022 "m" 58 67871
"3245" "Niedersachsen" 2022 "m" 59 66668
"3246" "Niedersachsen" 2022 "m" 60 63845
"3247" "Niedersachsen" 2022 "m" 61 62954
"3248" "Niedersachsen" 2022 "m" 62 59672
"3249" "Niedersachsen" 2022 "m" 63 57437
"3250" "Niedersachsen" 2022 "m" 64 53651
"3251" "Niedersachsen" 2022 "m" 65 51913
"3252" "Niedersachsen" 2022 "m" 66 49428
"3253" "Niedersachsen" 2022 "m" 67 47019
"3254" "Niedersachsen" 2022 "m" 68 44924
"3255" "Niedersachsen" 2022 "m" 69 42986
"3256" "Niedersachsen" 2022 "m" 70 42808
"3257" "Niedersachsen" 2022 "m" 71 41699
"3258" "Niedersachsen" 2022 "m" 72 41083
"3259" "Niedersachsen" 2022 "m" 73 40147
"3260" "Niedersachsen" 2022 "m" 74 36670
"3261" "Niedersachsen" 2022 "m" 75 32151
"3262" "Niedersachsen" 2022 "m" 76 29090
"3263" "Niedersachsen" 2022 "m" 77 22361
"3264" "Niedersachsen" 2022 "m" 78 28701
"3265" "Niedersachsen" 2022 "m" 79 29031
"3266" "Niedersachsen" 2022 "m" 80 27109
"3267" "Niedersachsen" 2022 "m" 81 31163
"3268" "Niedersachsen" 2022 "m" 82 30379
"3269" "Niedersachsen" 2022 "m" 83 27859
"3270" "Niedersachsen" 2022 "m" 84 24594
"3271" "Niedersachsen" 2022 "m" 85 20619
"3272" "Niedersachsen" 2022 "m" 86 17190
"3273" "Niedersachsen" 2022 "m" 87 14358
"3274" "Niedersachsen" 2022 "m" 88 11320
"3275" "Niedersachsen" 2022 "m" 89 7264
"3276" "Niedersachsen" 2022 "m" 90 23256
"3277" "Bremen" 2017 "f" 0 3305
"3278" "Bremen" 2017 "f" 1 3324
"3279" "Bremen" 2017 "f" 2 3212
"3280" "Bremen" 2017 "f" 3 3051
"3281" "Bremen" 2017 "f" 4 2946
"3282" "Bremen" 2017 "f" 5 2862
"3283" "Bremen" 2017 "f" 6 2651
"3284" "Bremen" 2017 "f" 7 2834
"3285" "Bremen" 2017 "f" 8 2801
"3286" "Bremen" 2017 "f" 9 2883
"3287" "Bremen" 2017 "f" 10 2935
"3288" "Bremen" 2017 "f" 11 2812
"3289" "Bremen" 2017 "f" 12 2651
"3290" "Bremen" 2017 "f" 13 2791
"3291" "Bremen" 2017 "f" 14 2876
"3292" "Bremen" 2017 "f" 15 2733
"3293" "Bremen" 2017 "f" 16 2953
"3294" "Bremen" 2017 "f" 17 3062
"3295" "Bremen" 2017 "f" 18 3357
"3296" "Bremen" 2017 "f" 19 3534
"3297" "Bremen" 2017 "f" 20 4041
"3298" "Bremen" 2017 "f" 21 4076
"3299" "Bremen" 2017 "f" 22 4292
"3300" "Bremen" 2017 "f" 23 4317
"3301" "Bremen" 2017 "f" 24 4517
"3302" "Bremen" 2017 "f" 25 4599
"3303" "Bremen" 2017 "f" 26 4823
"3304" "Bremen" 2017 "f" 27 4916
"3305" "Bremen" 2017 "f" 28 4953
"3306" "Bremen" 2017 "f" 29 5070
"3307" "Bremen" 2017 "f" 30 4817
"3308" "Bremen" 2017 "f" 31 4684
"3309" "Bremen" 2017 "f" 32 4413
"3310" "Bremen" 2017 "f" 33 4375
"3311" "Bremen" 2017 "f" 34 4494
"3312" "Bremen" 2017 "f" 35 4601
"3313" "Bremen" 2017 "f" 36 4185
"3314" "Bremen" 2017 "f" 37 4209
"3315" "Bremen" 2017 "f" 38 3923
"3316" "Bremen" 2017 "f" 39 3862
"3317" "Bremen" 2017 "f" 40 3957
"3318" "Bremen" 2017 "f" 41 3940
"3319" "Bremen" 2017 "f" 42 3896
"3320" "Bremen" 2017 "f" 43 3739
"3321" "Bremen" 2017 "f" 44 3854
"3322" "Bremen" 2017 "f" 45 4079
"3323" "Bremen" 2017 "f" 46 4368
"3324" "Bremen" 2017 "f" 47 4457
"3325" "Bremen" 2017 "f" 48 4761
"3326" "Bremen" 2017 "f" 49 5098
"3327" "Bremen" 2017 "f" 50 5117
"3328" "Bremen" 2017 "f" 51 5224
"3329" "Bremen" 2017 "f" 52 5283
"3330" "Bremen" 2017 "f" 53 5210
"3331" "Bremen" 2017 "f" 54 5247
"3332" "Bremen" 2017 "f" 55 5150
"3333" "Bremen" 2017 "f" 56 4899
"3334" "Bremen" 2017 "f" 57 4797
"3335" "Bremen" 2017 "f" 58 4747
"3336" "Bremen" 2017 "f" 59 4549
"3337" "Bremen" 2017 "f" 60 4569
"3338" "Bremen" 2017 "f" 61 4293
"3339" "Bremen" 2017 "f" 62 4204
"3340" "Bremen" 2017 "f" 63 4158
"3341" "Bremen" 2017 "f" 64 3953
"3342" "Bremen" 2017 "f" 65 3984
"3343" "Bremen" 2017 "f" 66 3973
"3344" "Bremen" 2017 "f" 67 3943
"3345" "Bremen" 2017 "f" 68 3931
"3346" "Bremen" 2017 "f" 69 3650
"3347" "Bremen" 2017 "f" 70 3562
"3348" "Bremen" 2017 "f" 71 3357
"3349" "Bremen" 2017 "f" 72 2740
"3350" "Bremen" 2017 "f" 73 3380
"3351" "Bremen" 2017 "f" 74 3395
"3352" "Bremen" 2017 "f" 75 3528
"3353" "Bremen" 2017 "f" 76 3928
"3354" "Bremen" 2017 "f" 77 3973
"3355" "Bremen" 2017 "f" 78 3911
"3356" "Bremen" 2017 "f" 79 3736
"3357" "Bremen" 2017 "f" 80 3375
"3358" "Bremen" 2017 "f" 81 3227
"3359" "Bremen" 2017 "f" 82 2943
"3360" "Bremen" 2017 "f" 83 2557
"3361" "Bremen" 2017 "f" 84 1845
"3362" "Bremen" 2017 "f" 85 1839
"3363" "Bremen" 2017 "f" 86 1677
"3364" "Bremen" 2017 "f" 87 1647
"3365" "Bremen" 2017 "f" 88 1434
"3366" "Bremen" 2017 "f" 89 1312
"3367" "Bremen" 2017 "f" 90 5231
"3368" "Bremen" 2017 "m" 0 3554
"3369" "Bremen" 2017 "m" 1 3518
"3370" "Bremen" 2017 "m" 2 3439
"3371" "Bremen" 2017 "m" 3 3342
"3372" "Bremen" 2017 "m" 4 3043
"3373" "Bremen" 2017 "m" 5 3008
"3374" "Bremen" 2017 "m" 6 2871
"3375" "Bremen" 2017 "m" 7 2982
"3376" "Bremen" 2017 "m" 8 3048
"3377" "Bremen" 2017 "m" 9 2960
"3378" "Bremen" 2017 "m" 10 3084
"3379" "Bremen" 2017 "m" 11 3028
"3380" "Bremen" 2017 "m" 12 3080
"3381" "Bremen" 2017 "m" 13 2958
"3382" "Bremen" 2017 "m" 14 2940
"3383" "Bremen" 2017 "m" 15 2994
"3384" "Bremen" 2017 "m" 16 3218
"3385" "Bremen" 2017 "m" 17 3430
"3386" "Bremen" 2017 "m" 18 3842
"3387" "Bremen" 2017 "m" 19 4416
"3388" "Bremen" 2017 "m" 20 4458
"3389" "Bremen" 2017 "m" 21 4554
"3390" "Bremen" 2017 "m" 22 4349
"3391" "Bremen" 2017 "m" 23 4609
"3392" "Bremen" 2017 "m" 24 4790
"3393" "Bremen" 2017 "m" 25 4916
"3394" "Bremen" 2017 "m" 26 5225
"3395" "Bremen" 2017 "m" 27 5525
"3396" "Bremen" 2017 "m" 28 5330
"3397" "Bremen" 2017 "m" 29 5483
"3398" "Bremen" 2017 "m" 30 5196
"3399" "Bremen" 2017 "m" 31 5146
"3400" "Bremen" 2017 "m" 32 4882
"3401" "Bremen" 2017 "m" 33 4634
"3402" "Bremen" 2017 "m" 34 4720
"3403" "Bremen" 2017 "m" 35 4710
"3404" "Bremen" 2017 "m" 36 4638
"3405" "Bremen" 2017 "m" 37 4497
"3406" "Bremen" 2017 "m" 38 4324
"3407" "Bremen" 2017 "m" 39 4171
"3408" "Bremen" 2017 "m" 40 4054
"3409" "Bremen" 2017 "m" 41 4093
"3410" "Bremen" 2017 "m" 42 4005
"3411" "Bremen" 2017 "m" 43 4011
"3412" "Bremen" 2017 "m" 44 3983
"3413" "Bremen" 2017 "m" 45 4228
"3414" "Bremen" 2017 "m" 46 4494
"3415" "Bremen" 2017 "m" 47 4732
"3416" "Bremen" 2017 "m" 48 5045
"3417" "Bremen" 2017 "m" 49 5313
"3418" "Bremen" 2017 "m" 50 5362
"3419" "Bremen" 2017 "m" 51 5554
"3420" "Bremen" 2017 "m" 52 5494
"3421" "Bremen" 2017 "m" 53 5476
"3422" "Bremen" 2017 "m" 54 5200
"3423" "Bremen" 2017 "m" 55 5106
"3424" "Bremen" 2017 "m" 56 4858
"3425" "Bremen" 2017 "m" 57 4754
"3426" "Bremen" 2017 "m" 58 4502
"3427" "Bremen" 2017 "m" 59 4353
"3428" "Bremen" 2017 "m" 60 4295
"3429" "Bremen" 2017 "m" 61 4027
"3430" "Bremen" 2017 "m" 62 3873
"3431" "Bremen" 2017 "m" 63 3724
"3432" "Bremen" 2017 "m" 64 3544
"3433" "Bremen" 2017 "m" 65 3467
"3434" "Bremen" 2017 "m" 66 3513
"3435" "Bremen" 2017 "m" 67 3514
"3436" "Bremen" 2017 "m" 68 3532
"3437" "Bremen" 2017 "m" 69 3262
"3438" "Bremen" 2017 "m" 70 3033
"3439" "Bremen" 2017 "m" 71 3062
"3440" "Bremen" 2017 "m" 72 2351
"3441" "Bremen" 2017 "m" 73 2918
"3442" "Bremen" 2017 "m" 74 3071
"3443" "Bremen" 2017 "m" 75 2845
"3444" "Bremen" 2017 "m" 76 3157
"3445" "Bremen" 2017 "m" 77 3289
"3446" "Bremen" 2017 "m" 78 2956
"3447" "Bremen" 2017 "m" 79 2740
"3448" "Bremen" 2017 "m" 80 2419
"3449" "Bremen" 2017 "m" 81 2241
"3450" "Bremen" 2017 "m" 82 1894
"3451" "Bremen" 2017 "m" 83 1640
"3452" "Bremen" 2017 "m" 84 1157
"3453" "Bremen" 2017 "m" 85 936
"3454" "Bremen" 2017 "m" 86 882
"3455" "Bremen" 2017 "m" 87 774
"3456" "Bremen" 2017 "m" 88 722
"3457" "Bremen" 2017 "m" 89 583
"3458" "Bremen" 2017 "m" 90 1715
"3459" "Bremen" 2018 "f" 0 3408
"3460" "Bremen" 2018 "f" 1 3290
"3461" "Bremen" 2018 "f" 2 3275
"3462" "Bremen" 2018 "f" 3 3176
"3463" "Bremen" 2018 "f" 4 3053
"3464" "Bremen" 2018 "f" 5 2942
"3465" "Bremen" 2018 "f" 6 2858
"3466" "Bremen" 2018 "f" 7 2645
"3467" "Bremen" 2018 "f" 8 2858
"3468" "Bremen" 2018 "f" 9 2818
"3469" "Bremen" 2018 "f" 10 2892
"3470" "Bremen" 2018 "f" 11 2961
"3471" "Bremen" 2018 "f" 12 2845
"3472" "Bremen" 2018 "f" 13 2678
"3473" "Bremen" 2018 "f" 14 2803
"3474" "Bremen" 2018 "f" 15 2900
"3475" "Bremen" 2018 "f" 16 2746
"3476" "Bremen" 2018 "f" 17 3004
"3477" "Bremen" 2018 "f" 18 3252
"3478" "Bremen" 2018 "f" 19 3740
"3479" "Bremen" 2018 "f" 20 3862
"3480" "Bremen" 2018 "f" 21 4282
"3481" "Bremen" 2018 "f" 22 4278
"3482" "Bremen" 2018 "f" 23 4464
"3483" "Bremen" 2018 "f" 24 4416
"3484" "Bremen" 2018 "f" 25 4625
"3485" "Bremen" 2018 "f" 26 4676
"3486" "Bremen" 2018 "f" 27 4779
"3487" "Bremen" 2018 "f" 28 4849
"3488" "Bremen" 2018 "f" 29 4937
"3489" "Bremen" 2018 "f" 30 5035
"3490" "Bremen" 2018 "f" 31 4781
"3491" "Bremen" 2018 "f" 32 4629
"3492" "Bremen" 2018 "f" 33 4425
"3493" "Bremen" 2018 "f" 34 4310
"3494" "Bremen" 2018 "f" 35 4473
"3495" "Bremen" 2018 "f" 36 4547
"3496" "Bremen" 2018 "f" 37 4154
"3497" "Bremen" 2018 "f" 38 4187
"3498" "Bremen" 2018 "f" 39 3884
"3499" "Bremen" 2018 "f" 40 3868
"3500" "Bremen" 2018 "f" 41 3968
"3501" "Bremen" 2018 "f" 42 3929
"3502" "Bremen" 2018 "f" 43 3893
"3503" "Bremen" 2018 "f" 44 3745
"3504" "Bremen" 2018 "f" 45 3873
"3505" "Bremen" 2018 "f" 46 4074
"3506" "Bremen" 2018 "f" 47 4394
"3507" "Bremen" 2018 "f" 48 4463
"3508" "Bremen" 2018 "f" 49 4780
"3509" "Bremen" 2018 "f" 50 5088
"3510" "Bremen" 2018 "f" 51 5087
"3511" "Bremen" 2018 "f" 52 5222
"3512" "Bremen" 2018 "f" 53 5279
"3513" "Bremen" 2018 "f" 54 5220
"3514" "Bremen" 2018 "f" 55 5244
"3515" "Bremen" 2018 "f" 56 5118
"3516" "Bremen" 2018 "f" 57 4877
"3517" "Bremen" 2018 "f" 58 4768
"3518" "Bremen" 2018 "f" 59 4714
"3519" "Bremen" 2018 "f" 60 4485
"3520" "Bremen" 2018 "f" 61 4520
"3521" "Bremen" 2018 "f" 62 4250
"3522" "Bremen" 2018 "f" 63 4172
"3523" "Bremen" 2018 "f" 64 4096
"3524" "Bremen" 2018 "f" 65 3902
"3525" "Bremen" 2018 "f" 66 3918
"3526" "Bremen" 2018 "f" 67 3932
"3527" "Bremen" 2018 "f" 68 3896
"3528" "Bremen" 2018 "f" 69 3891
"3529" "Bremen" 2018 "f" 70 3592
"3530" "Bremen" 2018 "f" 71 3502
"3531" "Bremen" 2018 "f" 72 3294
"3532" "Bremen" 2018 "f" 73 2684
"3533" "Bremen" 2018 "f" 74 3292
"3534" "Bremen" 2018 "f" 75 3326
"3535" "Bremen" 2018 "f" 76 3443
"3536" "Bremen" 2018 "f" 77 3820
"3537" "Bremen" 2018 "f" 78 3865
"3538" "Bremen" 2018 "f" 79 3793
"3539" "Bremen" 2018 "f" 80 3607
"3540" "Bremen" 2018 "f" 81 3255
"3541" "Bremen" 2018 "f" 82 3046
"3542" "Bremen" 2018 "f" 83 2761
"3543" "Bremen" 2018 "f" 84 2413
"3544" "Bremen" 2018 "f" 85 1727
"3545" "Bremen" 2018 "f" 86 1651
"3546" "Bremen" 2018 "f" 87 1512
"3547" "Bremen" 2018 "f" 88 1477
"3548" "Bremen" 2018 "f" 89 1249
"3549" "Bremen" 2018 "f" 90 5239
"3550" "Bremen" 2018 "m" 0 3551
"3551" "Bremen" 2018 "m" 1 3548
"3552" "Bremen" 2018 "m" 2 3516
"3553" "Bremen" 2018 "m" 3 3438
"3554" "Bremen" 2018 "m" 4 3327
"3555" "Bremen" 2018 "m" 5 3045
"3556" "Bremen" 2018 "m" 6 2986
"3557" "Bremen" 2018 "m" 7 2874
"3558" "Bremen" 2018 "m" 8 2975
"3559" "Bremen" 2018 "m" 9 3063
"3560" "Bremen" 2018 "m" 10 2976
"3561" "Bremen" 2018 "m" 11 3114
"3562" "Bremen" 2018 "m" 12 3051
"3563" "Bremen" 2018 "m" 13 3115
"3564" "Bremen" 2018 "m" 14 2996
"3565" "Bremen" 2018 "m" 15 2969
"3566" "Bremen" 2018 "m" 16 3043
"3567" "Bremen" 2018 "m" 17 3326
"3568" "Bremen" 2018 "m" 18 3634
"3569" "Bremen" 2018 "m" 19 4092
"3570" "Bremen" 2018 "m" 20 4759
"3571" "Bremen" 2018 "m" 21 4648
"3572" "Bremen" 2018 "m" 22 4756
"3573" "Bremen" 2018 "m" 23 4609
"3574" "Bremen" 2018 "m" 24 4808
"3575" "Bremen" 2018 "m" 25 5044
"3576" "Bremen" 2018 "m" 26 5057
"3577" "Bremen" 2018 "m" 27 5247
"3578" "Bremen" 2018 "m" 28 5554
"3579" "Bremen" 2018 "m" 29 5335
"3580" "Bremen" 2018 "m" 30 5412
"3581" "Bremen" 2018 "m" 31 5173
"3582" "Bremen" 2018 "m" 32 5029
"3583" "Bremen" 2018 "m" 33 4831
"3584" "Bremen" 2018 "m" 34 4613
"3585" "Bremen" 2018 "m" 35 4657
"3586" "Bremen" 2018 "m" 36 4676
"3587" "Bremen" 2018 "m" 37 4559
"3588" "Bremen" 2018 "m" 38 4450
"3589" "Bremen" 2018 "m" 39 4312
"3590" "Bremen" 2018 "m" 40 4171
"3591" "Bremen" 2018 "m" 41 4013
"3592" "Bremen" 2018 "m" 42 4112
"3593" "Bremen" 2018 "m" 43 4005
"3594" "Bremen" 2018 "m" 44 4021
"3595" "Bremen" 2018 "m" 45 3950
"3596" "Bremen" 2018 "m" 46 4208
"3597" "Bremen" 2018 "m" 47 4477
"3598" "Bremen" 2018 "m" 48 4704
"3599" "Bremen" 2018 "m" 49 5032
"3600" "Bremen" 2018 "m" 50 5320
"3601" "Bremen" 2018 "m" 51 5348
"3602" "Bremen" 2018 "m" 52 5533
"3603" "Bremen" 2018 "m" 53 5497
"3604" "Bremen" 2018 "m" 54 5462
"3605" "Bremen" 2018 "m" 55 5151
"3606" "Bremen" 2018 "m" 56 5076
